STATION_FILE_FOLDER,STATION,POR_YEAR_FOLDER,FILE_NAME_BASE,FILE_NAME_ALIAS,PLOT_FILE_NAME,TABLE_FILE_NAME,REPORT_FILE_NAME
21N03W34Q003M/2015/WATER_TEMPERATURE_POINT,21N03W34Q003M,2015,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q003M/2016/WATER_TEMPERATURE_POINT,21N03W34Q003M,2016,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q003M/2017/WATER_TEMPERATURE_POINT,21N03W34Q003M,2017,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q003M/2018/WATER_TEMPERATURE_POINT,21N03W34Q003M,2018,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q003M/2019/WATER_TEMPERATURE_POINT,21N03W34Q003M,2019,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q003M/2020/WATER_TEMPERATURE_POINT,21N03W34Q003M,2020,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q003M/POR/WATER_TEMPERATURE_POINT,21N03W34Q003M,POR,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q004M/2005/WATER_TEMPERATURE_POINT,21N03W34Q004M,2005,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q004M/2006/WATER_TEMPERATURE_POINT,21N03W34Q004M,2006,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q004M/2007/WATER_TEMPERATURE_POINT,21N03W34Q004M,2007,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q004M/2008/WATER_TEMPERATURE_POINT,21N03W34Q004M,2008,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q004M/2009/WATER_TEMPERATURE_POINT,21N03W34Q004M,2009,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q004M/2010/WATER_TEMPERATURE_POINT,21N03W34Q004M,2010,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q004M/2011/WATER_TEMPERATURE_POINT,21N03W34Q004M,2011,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q004M/2012/WATER_TEMPERATURE_POINT,21N03W34Q004M,2012,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q004M/2013/WATER_TEMPERATURE_POINT,21N03W34Q004M,2013,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q004M/2014/WATER_TEMPERATURE_POINT,21N03W34Q004M,2014,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q004M/2015/WATER_TEMPERATURE_POINT,21N03W34Q004M,2015,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q004M/2016/WATER_TEMPERATURE_POINT,21N03W34Q004M,2016,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q004M/2017/WATER_TEMPERATURE_POINT,21N03W34Q004M,2017,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q004M/2018/WATER_TEMPERATURE_POINT,21N03W34Q004M,2018,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q004M/2019/WATER_TEMPERATURE_POINT,21N03W34Q004M,2019,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q004M/2020/WATER_TEMPERATURE_POINT,21N03W34Q004M,2020,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N03W34Q004M/POR/WATER_TEMPERATURE_POINT,21N03W34Q004M,POR,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A001M/2003/WATER_TEMPERATURE_POINT,21N04W12A001M,2003,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A001M/2004/WATER_TEMPERATURE_POINT,21N04W12A001M,2004,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A001M/2005/WATER_TEMPERATURE_POINT,21N04W12A001M,2005,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A001M/2006/WATER_TEMPERATURE_POINT,21N04W12A001M,2006,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A001M/2007/WATER_TEMPERATURE_POINT,21N04W12A001M,2007,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A001M/2008/WATER_TEMPERATURE_POINT,21N04W12A001M,2008,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A001M/POR/WATER_TEMPERATURE_POINT,21N04W12A001M,POR,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A002M/2002/WATER_TEMPERATURE_POINT,21N04W12A002M,2002,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A002M/2003/WATER_TEMPERATURE_POINT,21N04W12A002M,2003,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A002M/2004/WATER_TEMPERATURE_POINT,21N04W12A002M,2004,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A002M/2005/WATER_TEMPERATURE_POINT,21N04W12A002M,2005,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A002M/2006/WATER_TEMPERATURE_POINT,21N04W12A002M,2006,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A002M/2007/WATER_TEMPERATURE_POINT,21N04W12A002M,2007,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A002M/2008/WATER_TEMPERATURE_POINT,21N04W12A002M,2008,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A002M/2009/WATER_TEMPERATURE_POINT,21N04W12A002M,2009,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A002M/2010/WATER_TEMPERATURE_POINT,21N04W12A002M,2010,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A002M/2011/WATER_TEMPERATURE_POINT,21N04W12A002M,2011,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A002M/2012/WATER_TEMPERATURE_POINT,21N04W12A002M,2012,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A002M/2013/WATER_TEMPERATURE_POINT,21N04W12A002M,2013,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A002M/2014/WATER_TEMPERATURE_POINT,21N04W12A002M,2014,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A002M/2015/WATER_TEMPERATURE_POINT,21N04W12A002M,2015,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A002M/2016/WATER_TEMPERATURE_POINT,21N04W12A002M,2016,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A002M/2017/WATER_TEMPERATURE_POINT,21N04W12A002M,2017,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A002M/2018/WATER_TEMPERATURE_POINT,21N04W12A002M,2018,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A002M/2019/WATER_TEMPERATURE_POINT,21N04W12A002M,2019,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A002M/POR/WATER_TEMPERATURE_POINT,21N04W12A002M,POR,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A003M/2009/WATER_TEMPERATURE_POINT,21N04W12A003M,2009,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A003M/2010/WATER_TEMPERATURE_POINT,21N04W12A003M,2010,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A003M/2011/WATER_TEMPERATURE_POINT,21N04W12A003M,2011,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A003M/2012/WATER_TEMPERATURE_POINT,21N04W12A003M,2012,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A003M/2013/WATER_TEMPERATURE_POINT,21N04W12A003M,2013,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A003M/2014/WATER_TEMPERATURE_POINT,21N04W12A003M,2014,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A003M/2015/WATER_TEMPERATURE_POINT,21N04W12A003M,2015,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A003M/2016/WATER_TEMPERATURE_POINT,21N04W12A003M,2016,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A003M/2017/WATER_TEMPERATURE_POINT,21N04W12A003M,2017,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A003M/2018/WATER_TEMPERATURE_POINT,21N04W12A003M,2018,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A003M/2019/WATER_TEMPERATURE_POINT,21N04W12A003M,2019,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A003M/2020/WATER_TEMPERATURE_POINT,21N04W12A003M,2020,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A003M/POR/WATER_TEMPERATURE_POINT,21N04W12A003M,POR,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A004M/2009/WATER_TEMPERATURE_POINT,21N04W12A004M,2009,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A004M/2010/WATER_TEMPERATURE_POINT,21N04W12A004M,2010,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A004M/2011/WATER_TEMPERATURE_POINT,21N04W12A004M,2011,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A004M/2012/WATER_TEMPERATURE_POINT,21N04W12A004M,2012,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A004M/2013/WATER_TEMPERATURE_POINT,21N04W12A004M,2013,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A004M/2014/WATER_TEMPERATURE_POINT,21N04W12A004M,2014,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A004M/2015/WATER_TEMPERATURE_POINT,21N04W12A004M,2015,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A004M/2016/WATER_TEMPERATURE_POINT,21N04W12A004M,2016,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A004M/2017/WATER_TEMPERATURE_POINT,21N04W12A004M,2017,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A004M/2018/WATER_TEMPERATURE_POINT,21N04W12A004M,2018,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A004M/2019/WATER_TEMPERATURE_POINT,21N04W12A004M,2019,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A004M/2020/WATER_TEMPERATURE_POINT,21N04W12A004M,2020,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
21N04W12A004M/POR/WATER_TEMPERATURE_POINT,21N04W12A004M,POR,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J001M/2010/WATER_TEMPERATURE_POINT,22N01E28J001M,2010,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J001M/2011/WATER_TEMPERATURE_POINT,22N01E28J001M,2011,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J001M/2012/WATER_TEMPERATURE_POINT,22N01E28J001M,2012,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J001M/2013/WATER_TEMPERATURE_POINT,22N01E28J001M,2013,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J001M/2014/WATER_TEMPERATURE_POINT,22N01E28J001M,2014,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J001M/2015/WATER_TEMPERATURE_POINT,22N01E28J001M,2015,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J001M/2016/WATER_TEMPERATURE_POINT,22N01E28J001M,2016,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J001M/2017/WATER_TEMPERATURE_POINT,22N01E28J001M,2017,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J001M/2018/WATER_TEMPERATURE_POINT,22N01E28J001M,2018,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J001M/2019/WATER_TEMPERATURE_POINT,22N01E28J001M,2019,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J001M/2020/WATER_TEMPERATURE_POINT,22N01E28J001M,2020,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J001M/POR/WATER_TEMPERATURE_POINT,22N01E28J001M,POR,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J003M/2013/WATER_TEMPERATURE_POINT,22N01E28J003M,2013,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J003M/2014/WATER_TEMPERATURE_POINT,22N01E28J003M,2014,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J003M/2015/WATER_TEMPERATURE_POINT,22N01E28J003M,2015,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J003M/2016/WATER_TEMPERATURE_POINT,22N01E28J003M,2016,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J003M/2017/WATER_TEMPERATURE_POINT,22N01E28J003M,2017,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J003M/2018/WATER_TEMPERATURE_POINT,22N01E28J003M,2018,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J003M/2019/WATER_TEMPERATURE_POINT,22N01E28J003M,2019,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J003M/2020/WATER_TEMPERATURE_POINT,22N01E28J003M,2020,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J003M/POR/WATER_TEMPERATURE_POINT,22N01E28J003M,POR,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J005M/2013/WATER_TEMPERATURE_POINT,22N01E28J005M,2013,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J005M/2014/WATER_TEMPERATURE_POINT,22N01E28J005M,2014,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J005M/2015/WATER_TEMPERATURE_POINT,22N01E28J005M,2015,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J005M/2016/WATER_TEMPERATURE_POINT,22N01E28J005M,2016,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J005M/2017/WATER_TEMPERATURE_POINT,22N01E28J005M,2017,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J005M/2018/WATER_TEMPERATURE_POINT,22N01E28J005M,2018,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J005M/2019/WATER_TEMPERATURE_POINT,22N01E28J005M,2019,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J005M/2020/WATER_TEMPERATURE_POINT,22N01E28J005M,2020,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E28J005M/POR/WATER_TEMPERATURE_POINT,22N01E28J005M,POR,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E32E004M/1998/WATER_TEMPERATURE_POINT,22N01E32E004M,1998,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E32E004M/2001/WATER_TEMPERATURE_POINT,22N01E32E004M,2001,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E32E004M/2002/WATER_TEMPERATURE_POINT,22N01E32E004M,2002,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E32E004M/2003/WATER_TEMPERATURE_POINT,22N01E32E004M,2003,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E32E004M/2004/WATER_TEMPERATURE_POINT,22N01E32E004M,2004,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E32E004M/2005/WATER_TEMPERATURE_POINT,22N01E32E004M,2005,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E32E004M/2006/WATER_TEMPERATURE_POINT,22N01E32E004M,2006,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E32E004M/2007/WATER_TEMPERATURE_POINT,22N01E32E004M,2007,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E32E004M/2008/WATER_TEMPERATURE_POINT,22N01E32E004M,2008,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E32E004M/2009/WATER_TEMPERATURE_POINT,22N01E32E004M,2009,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E32E004M/2014/WATER_TEMPERATURE_POINT,22N01E32E004M,2014,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
22N01E32E004M/2015/WATER_TEMPERATURE_POINT,22N01E32E004M,2015,WATER_TEMPERATURE_POINT,Water Temperature,WATER_TEMPERATURE_POINT_PLOT.PNG,WATER_TEMPERATURE_POINT_DATA.CSV,
