Title: "SJR.csv"
11783,PST,'RIVER STAGE (feet)'
20090102,0030,0.00
20090102,0045,0.00
20090102,0100,0.00
20090102,0115,0.00
20090102,0130,0.00
20090102,0145,0.00
20090102,0200,0.00
20090102,0215,0.00
20090102,0230,0.00
20090102,0245,0.00
20090102,0300,0.00
20090102,0315,0.00
20090102,0330,0.00
20090102,0345,0.00
20090102,0400,0.00
20090102,0415,0.00
20090102,0430,0.00
20090102,0445,0.00
20090102,0500,0.00
20090102,0515,0.00
20090102,0530,0.00
20090102,0545,0.00
20090102,0600,0.00
20090102,0615,0.00
20090102,0630,0.00
20090102,0645,0.00
20090102,0700,0.00
20090102,0715,0.00
20090102,0730,0.00
20090102,0745,0.00
20090102,0800,0.00
20090102,0815,0.00
20090102,0830,0.00
20090102,0845,0.00
20090102,0900,0.00
20090102,0915,0.00
20090102,0930,0.00
20090102,0945,0.00
20090102,1000,0.00
20090102,1015,0.00
20090102,1030,0.00
20090102,1045,0.00
20090102,1100,0.00
20090102,1115,0.00
20090102,1130,0.00
20090102,1145,0.00
20090102,1200,0.00
20090102,1215,0.00
20090102,1230,0.00
20090102,1245,0.00
20090102,1300,0.00
20090102,1315,0.00
20090102,1330,0.00
20090102,1345,0.00
20090102,1400,0.00
20090102,1415,0.00
20090102,1430,0.00
20090102,1445,0.00
20090102,1500,0.00
20090102,1515,0.00
20090102,1530,0.00
20090102,1545,0.00
20090102,1600,0.00
20090102,1615,0.00
20090102,1630,0.00
20090102,1645,0.00
20090102,1700,0.00
20090102,1715,0.00
20090102,1730,0.00
20090102,1745,0.00
20090102,1800,0.00
20090102,1815,0.00
20090102,1830,0.00
20090102,1845,0.00
20090102,1900,0.00
20090102,1915,0.00
20090102,1930,0.00
20090102,1945,0.00
20090102,2000,0.00
20090102,2015,0.00
20090102,2030,0.00
20090102,2045,0.00
20090102,2100,0.00
20090102,2115,0.00
20090102,2130,0.00
20090102,2145,0.00
20090102,2200,0.00
20090102,2215,0.00
20090102,2230,0.00
20090102,2245,0.00
20090102,2300,0.00
20090102,2315,0.00
20090102,2330,0.00
20090102,2345,0.00
20090103,0000,0.00
20090103,0015,0.00
20090103,0030,0.00
20090103,0045,0.00
20090103,0100,0.00
20090103,0115,0.00
20090103,0130,0.00
20090103,0145,0.00
20090103,0200,0.00
20090103,0215,0.00
20090103,0230,0.00
20090103,0245,0.00
20090103,0300,0.00
20090103,0315,0.00
20090103,0330,0.00
20090103,0345,0.00
20090103,0400,0.00
20090103,0415,0.00
20090103,0430,0.00
20090103,0445,0.00
20090103,0500,0.00
20090103,0515,0.00
20090103,0530,0.00
20090103,0545,0.00
20090103,0600,0.00
20090103,0615,0.00
20090103,0630,0.00
20090103,0645,0.00
20090103,0700,0.00
20090103,0715,0.00
20090103,0730,0.00
20090103,0745,0.00
20090103,0800,0.00
20090103,0815,0.00
20090103,0830,0.00
20090103,0845,0.00
20090103,0900,0.00
20090103,0915,0.00
20090103,0930,0.00
20090103,0945,0.00
20090103,1000,0.00
20090103,1015,0.00
20090103,1030,0.00
20090103,1045,0.00
20090103,1100,0.00
20090103,1115,0.00
20090103,1130,0.00
20090103,1145,0.00
20090103,1200,0.00
20090103,1215,0.00
20090103,1230,0.00
20090103,1245,0.00
20090103,1300,0.00
20090103,1315,0.00
20090103,1330,0.00
20090103,1345,0.00
20090103,1400,0.00
20090103,1415,0.00
20090103,1430,0.00
20090103,1445,0.00
20090103,1500,0.00
20090103,1515,0.00
20090103,1530,0.00
20090103,1545,0.00
20090103,1600,0.00
20090103,1615,0.00
20090103,1630,0.00
20090103,1645,0.00
20090103,1700,0.00
20090103,1715,0.00
20090103,1730,0.00
20090103,1745,0.00
20090103,1800,0.00
20090103,1815,0.00
20090103,1830,0.00
20090103,1845,0.00
20090103,1900,0.00
20090103,1915,0.00
20090103,1930,0.00
20090103,1945,0.00
20090103,2000,0.00
20090103,2015,0.00
20090103,2030,0.00
20090103,2045,0.00
20090103,2100,0.00
20090103,2115,0.00
20090103,2130,0.00
20090103,2145,0.00
20090103,2200,0.00
20090103,2215,0.00
20090103,2230,0.00
20090103,2245,0.00
20090103,2300,0.00
20090103,2315,0.00
20090103,2330,0.00
20090103,2345,0.00
20090104,0000,0.00
20090104,0015,0.00
20090104,0030,0.00
20090104,0045,0.00
20090104,0100,0.00
20090104,0115,0.00
20090104,0130,0.00
20090104,0145,0.00
20090104,0200,0.00
20090104,0215,0.00
20090104,0230,0.00
20090104,0245,0.00
20090104,0300,0.00
20090104,0315,0.00
20090104,0330,0.00
20090104,0345,0.00
20090104,0400,0.00
20090104,0415,0.00
20090104,0430,0.00
20090104,0445,0.00
20090104,0500,0.00
20090104,0515,0.00
20090104,0530,0.00
20090104,0545,0.00
20090104,0600,0.00
20090104,0615,0.00
20090104,0630,0.00
20090104,0645,0.00
20090104,0700,0.00
20090104,0715,0.00
20090104,0730,0.00
20090104,0745,0.00
20090104,0800,0.00
20090104,0815,0.00
20090104,0830,0.00
20090104,0845,0.00
20090104,0900,0.00
20090104,0915,0.00
20090104,0930,0.00
20090104,0945,0.00
20090104,1000,0.00
20090104,1015,0.00
20090104,1030,0.00
20090104,1045,0.00
20090104,1100,0.00
20090104,1115,0.00
20090104,1130,0.00
20090104,1145,0.00
20090104,1200,0.00
20090104,1215,0.00
20090104,1230,0.00
20090104,1245,0.00
20090104,1300,0.00
20090104,1315,0.00
20090104,1330,0.00
20090104,1345,0.00
20090104,1400,0.00
20090104,1415,0.00
20090104,1430,0.00
20090104,1445,0.00
20090104,1500,0.00
20090104,1515,0.00
20090104,1530,0.00
20090104,1545,0.00
20090104,1600,0.00
20090104,1615,0.00
20090104,1630,0.00
20090104,1645,0.00
20090104,1700,0.00
20090104,1715,0.00
20090104,1730,0.00
20090104,1745,0.00
20090104,1800,0.00
20090104,1815,0.00
20090104,1830,0.00
20090104,1845,0.00
20090104,1900,0.00
20090104,1915,0.00
20090104,1930,0.00
20090104,1945,0.00
20090104,2000,0.00
20090104,2015,0.00
20090104,2030,0.00
20090104,2045,0.00
20090104,2100,0.00
20090104,2115,0.00
20090104,2130,0.00
20090104,2145,0.00
20090104,2200,0.00
20090104,2215,0.00
20090104,2230,0.00
20090104,2245,0.00
20090104,2300,0.00
20090104,2315,0.00
20090104,2330,0.00
20090104,2345,0.00
20090105,0000,0.00
20090105,0015,0.00
20090105,0030,0.00
20090105,0045,0.00
20090105,0100,0.00
20090105,0115,0.00
20090105,0130,0.00
20090105,0145,0.00
20090105,0200,0.00
20090105,0215,0.00
20090105,0230,0.00
20090105,0245,0.00
20090105,0300,0.00
20090105,0315,0.00
20090105,0330,0.00
20090105,0345,0.00
20090105,0400,0.00
20090105,0415,0.00
20090105,0430,0.00
20090105,0445,0.00
20090105,0500,0.00
20090105,0515,0.00
20090105,0530,0.00
20090105,0545,0.00
20090105,0600,0.00
20090105,0615,0.00
20090105,0630,0.00
20090105,0645,0.00
20090105,0700,0.00
20090105,0715,0.00
20090105,0730,0.00
20090105,0745,0.00
20090105,0800,0.00
20090105,0815,0.00
20090105,0830,0.00
20090105,0845,0.00
20090105,0900,0.00
20090105,0915,0.00
20090105,0930,0.00
20090105,0945,0.00
20090105,1000,0.00
20090105,1015,0.00
20090105,1030,0.00
20090105,1045,0.00
20090105,1100,0.00
20090105,1115,0.00
20090105,1130,0.00
20090105,1145,0.00
20090105,1200,0.00
20090105,1215,0.00
20090105,1230,0.00
20090105,1245,0.00
20090105,1300,0.00
20090105,1315,0.00
20090105,1330,0.00
20090105,1345,0.00
20090105,1400,0.00
20090105,1415,0.00
20090105,1430,0.00
20090105,1445,0.00
20090105,1500,0.00
20090105,1515,0.00
20090105,1530,0.00
20090105,1545,0.00
20090105,1600,0.00
20090105,1615,0.00
20090105,1630,0.00
20090105,1645,0.00
20090105,1700,0.00
20090105,1715,0.00
20090105,1730,0.00
20090105,1745,0.00
20090105,1800,0.00
20090105,1815,0.00
20090105,1830,0.00
20090105,1845,0.00
20090105,1900,0.00
20090105,1915,0.00
20090105,1930,0.00
20090105,1945,0.00
20090105,2000,0.00
20090105,2015,0.00
20090105,2030,0.00
20090105,2045,0.00
20090105,2100,0.00
20090105,2115,0.00
20090105,2130,0.00
20090105,2145,0.00
20090105,2200,0.00
20090105,2215,0.00
20090105,2230,0.00
20090105,2245,0.00
20090105,2300,0.00
20090105,2315,0.00
20090105,2330,0.00
20090105,2345,0.00
20090106,0000,0.00
20090106,0015,0.00
20090106,0030,0.00
20090106,0045,0.00
20090106,0100,0.00
20090106,0115,0.00
20090106,0130,0.00
20090106,0145,0.00
20090106,0200,0.00
20090106,0215,0.00
20090106,0230,0.00
20090106,0245,0.00
20090106,0300,0.00
20090106,0315,0.00
20090106,0330,0.00
20090106,0345,0.00
20090106,0400,0.00
20090106,0415,0.00
20090106,0430,0.00
20090106,0445,0.00
20090106,0500,0.00
20090106,0515,0.00
20090106,0530,0.00
20090106,0545,0.00
20090106,0600,0.00
20090106,0615,0.00
20090106,0630,0.00
20090106,0645,0.00
20090106,0700,0.00
20090106,0715,0.00
20090106,0730,0.00
20090106,0745,0.00
20090106,0800,0.00
20090106,0815,0.00
20090106,0830,0.00
20090106,0845,0.00
20090106,0900,0.00
20090106,0915,0.00
20090106,0930,0.00
20090106,0945,0.00
20090106,1000,0.00
20090106,1015,0.00
20090106,1030,0.00
20090106,1045,0.00
20090106,1100,0.00
20090106,1115,0.00
20090106,1130,0.00
20090106,1145,0.00
20090106,1200,0.00
20090106,1215,0.00
20090106,1230,0.00
20090106,1245,0.00
20090106,1300,0.00
20090106,1315,0.00
20090106,1330,0.00
20090106,1345,0.00
20090106,1400,0.00
20090106,1415,0.00
20090106,1430,0.00
20090106,1445,0.00
20090106,1500,0.00
20090106,1515,0.00
20090106,1530,0.00
20090106,1545,0.00
20090106,1600,0.00
20090106,1615,0.00
20090106,1630,0.00
20090106,1645,0.00
20090106,1700,0.00
20090106,1715,0.00
20090106,1730,0.00
20090106,1745,0.00
20090106,1800,0.00
20090106,1815,0.00
20090106,1830,0.00
20090106,1845,0.00
20090106,1900,0.00
20090106,1915,0.00
20090106,1930,0.00
20090106,1945,0.00
20090106,2000,0.00
20090106,2015,0.00
20090106,2030,0.00
20090106,2045,0.00
20090106,2100,0.00
20090106,2115,0.00
20090106,2130,0.00
20090106,2145,0.00
20090106,2200,0.00
20090106,2215,0.00
20090106,2230,0.00
20090106,2245,0.00
20090106,2300,0.00
20090106,2315,0.00
20090106,2330,0.00
20090106,2345,0.00
20090107,0000,0.00
20090107,0015,0.00
20090107,0030,0.00
20090107,0045,0.00
20090107,0100,0.00
20090107,0115,0.00
20090107,0130,0.00
20090107,0145,0.00
20090107,0200,0.00
20090107,0215,0.00
20090107,0230,0.00
20090107,0245,0.00
20090107,0300,0.00
20090107,0315,0.00
20090107,0330,0.00
20090107,0345,0.00
20090107,0400,0.00
20090107,0415,0.00
20090107,0430,0.00
20090107,0445,0.00
20090107,0500,0.00
20090107,0515,0.00
20090107,0530,0.00
20090107,0545,0.00
20090107,0600,0.00
20090107,0615,0.00
20090107,0630,0.00
20090107,0645,0.00
20090107,0700,0.00
20090107,0715,0.00
20090107,0730,0.00
20090107,0745,0.00
20090107,0800,0.00
20090107,0815,0.00
20090107,0830,0.00
20090107,0845,0.00
20090107,0900,0.00
20090107,0915,0.00
20090107,0930,0.00
20090107,0945,0.00
20090107,1000,0.00
20090107,1015,0.00
20090107,1030,0.00
20090107,1045,0.00
20090107,1100,0.00
20090107,1115,0.00
20090107,1130,0.00
20090107,1145,0.00
20090107,1200,0.00
20090107,1215,0.00
20090107,1230,0.00
20090107,1245,0.00
20090107,1300,0.00
20090107,1315,0.00
20090107,1330,0.00
20090107,1345,0.00
20090107,1400,0.00
20090107,1415,0.00
20090107,1430,0.00
20090107,1445,0.00
20090107,1500,0.00
20090107,1515,0.00
20090107,1530,0.00
20090107,1545,0.00
20090107,1600,0.00
20090107,1615,0.00
20090107,1630,0.00
20090107,1645,0.00
20090107,1700,0.00
20090107,1715,0.00
20090107,1730,0.00
20090107,1745,0.00
20090107,1800,0.00
20090107,1815,0.00
20090107,1830,0.00
20090107,1845,0.00
20090107,1900,0.00
20090107,1915,0.00
20090107,1930,0.00
20090107,1945,0.00
20090107,2000,0.00
20090107,2015,0.00
20090107,2030,0.00
20090107,2045,0.00
20090107,2100,0.00
20090107,2115,0.00
20090107,2130,0.00
20090107,2145,0.00
20090107,2200,0.00
20090107,2215,0.00
20090107,2230,0.00
20090107,2245,0.00
20090107,2300,0.00
20090107,2315,0.00
20090107,2330,0.00
20090107,2345,0.00
20090108,0000,0.00
20090108,0015,0.00
20090108,0030,0.00
20090108,0045,0.00
20090108,0100,0.00
20090108,0115,0.00
20090108,0130,0.00
20090108,0145,0.00
20090108,0200,0.00
20090108,0215,0.00
20090108,0230,0.00
20090108,0245,0.00
20090108,0300,0.00
20090108,0315,0.00
20090108,0330,0.00
20090108,0345,0.00
20090108,0400,0.00
20090108,0415,0.00
20090108,0430,0.00
20090108,0445,0.00
20090108,0500,0.00
20090108,0515,0.00
20090108,0530,0.00
20090108,0545,0.00
20090108,0600,0.00
20090108,0615,0.00
20090108,0630,0.00
20090108,0645,0.00
20090108,0700,0.00
20090108,0715,0.00
20090108,0730,0.00
20090108,0745,0.00
20090108,0800,0.00
20090108,0815,0.00
20090108,0830,0.00
20090108,0845,0.00
20090108,0900,0.00
20090108,0915,0.00
20090108,0930,0.00
20090108,0945,0.00
20090108,1000,0.00
20090108,1015,0.00
20090108,1030,0.00
20090108,1045,0.00
20090108,1100,0.00
20090108,1115,0.00
20090108,1130,0.00
20090108,1145,0.00
20090108,1200,0.00
20090108,1215,0.00
20090108,1230,0.00
20090108,1245,0.00
20090108,1300,0.00
20090108,1315,0.00
20090108,1330,0.00
20090108,1345,0.00
20090108,1400,0.00
20090108,1415,0.00
20090108,1430,0.00
20090108,1445,0.00
20090108,1500,0.00
20090108,1515,0.00
20090108,1530,0.00
20090108,1545,0.00
20090108,1600,0.00
20090108,1615,0.00
20090108,1630,0.00
20090108,1645,0.00
20090108,1700,0.00
20090108,1715,0.00
20090108,1730,0.00
20090108,1745,0.00
20090108,1800,0.00
20090108,1815,0.00
20090108,1830,0.00
20090108,1845,0.00
20090108,1900,0.00
20090108,1915,0.00
20090108,1930,0.00
20090108,1945,0.00
20090108,2000,0.00
20090108,2015,0.00
20090108,2030,0.00
20090108,2045,0.00
20090108,2100,0.00
20090108,2115,0.00
20090108,2130,0.00
20090108,2145,0.00
20090108,2200,0.00
20090108,2215,0.00
20090108,2230,0.00
20090108,2245,0.00
20090108,2300,0.00
20090108,2315,0.00
20090108,2330,0.00
20090108,2345,0.00
20090109,0000,0.00
20090109,0015,0.00
20090109,0030,0.00
20090109,0045,0.00
20090109,0100,0.00
20090109,0115,0.00
20090109,0130,0.00
20090109,0145,0.00
20090109,0200,0.00
20090109,0215,0.00
20090109,0230,0.00
20090109,0245,0.00
20090109,0300,0.00
20090109,0315,0.00
20090109,0330,0.00
20090109,0345,0.00
20090109,0400,0.00
20090109,0415,0.00
20090109,0430,0.00
20090109,0445,0.00
20090109,0500,0.00
20090109,0515,0.00
20090109,0530,0.00
20090109,0545,0.00
20090109,0600,0.00
20090109,0615,0.00
20090109,0630,0.00
20090109,0645,0.00
20090109,0700,0.00
20090109,0715,0.00
20090109,0730,0.00
20090109,0745,0.00
20090109,0800,0.00
20090109,0815,0.00
20090109,0830,0.00
20090109,0845,0.00
20090109,0900,0.00
20090109,0915,0.00
20090109,0930,0.00
20090109,0945,0.00
20090109,1000,0.00
20090109,1015,0.00
20090109,1030,0.00
20090109,1045,0.00
20090109,1100,0.00
20090109,1115,0.00
20090109,1130,0.00
20090109,1145,0.00
20090109,1200,0.00
20090109,1215,0.00
20090109,1230,0.00
20090109,1245,0.00
20090109,1300,0.00
20090109,1315,0.00
20090109,1330,0.00
20090109,1345,0.00
20090109,1400,0.00
20090109,1415,0.00
20090109,1430,0.00
20090109,1445,0.00
20090109,1500,0.00
20090109,1515,0.00
20090109,1530,0.00
20090109,1545,0.00
20090109,1600,0.00
20090109,1615,0.00
20090109,1630,0.00
20090109,1645,0.00
20090109,1700,0.00
20090109,1715,0.00
20090109,1730,0.00
20090109,1745,0.00
20090109,1800,0.00
20090109,1815,0.00
20090109,1830,0.00
20090109,1845,0.00
20090109,1900,0.00
20090109,1915,0.00
20090109,1930,0.00
20090109,1945,0.00
20090109,2000,0.00
20090109,2015,0.00
20090109,2030,0.00
20090109,2045,0.00
20090109,2100,0.00
20090109,2115,0.00
20090109,2130,0.00
20090109,2145,0.00
20090109,2200,0.00
20090109,2215,0.00
20090109,2230,0.00
20090109,2245,0.00
20090109,2300,0.00
20090109,2315,0.00
20090109,2330,0.00
20090109,2345,0.00
20090110,0000,0.00
20090110,0015,0.00
20090110,0030,0.00
20090110,0045,0.00
20090110,0100,0.00
20090110,0115,0.00
20090110,0130,0.00
20090110,0145,0.00
20090110,0200,0.00
20090110,0215,0.00
20090110,0230,0.00
20090110,0245,0.00
20090110,0300,0.00
20090110,0315,0.00
20090110,0330,0.00
20090110,0345,0.00
20090110,0400,0.00
20090110,0415,0.00
20090110,0430,0.00
20090110,0445,0.00
20090110,0500,0.00
20090110,0515,0.00
20090110,0530,0.00
20090110,0545,0.00
20090110,0600,0.00
20090110,0615,0.00
20090110,0630,0.00
20090110,0645,0.00
20090110,0700,0.00
20090110,0715,0.00
20090110,0730,0.00
20090110,0745,0.00
20090110,0800,0.00
20090110,0815,0.00
20090110,0830,0.00
20090110,0845,0.00
20090110,0900,0.00
20090110,0915,0.00
20090110,0930,0.00
20090110,0945,0.00
20090110,1000,0.00
20090110,1015,0.00
20090110,1030,0.00
20090110,1045,0.00
20090110,1100,0.00
20090110,1115,0.00
20090110,1130,0.00
20090110,1145,0.00
20090110,1200,0.00
20090110,1215,0.00
20090110,1230,0.00
20090110,1245,0.00
20090110,1300,0.00
20090110,1315,0.00
20090110,1330,0.00
20090110,1345,0.00
20090110,1400,0.00
20090110,1415,0.00
20090110,1430,0.00
20090110,1445,0.00
20090110,1500,0.00
20090110,1515,0.00
20090110,1530,0.00
20090110,1545,0.00
20090110,1600,0.00
20090110,1615,0.00
20090110,1630,0.00
20090110,1645,0.00
20090110,1700,0.00
20090110,1715,0.00
20090110,1730,0.00
20090110,1745,0.00
20090110,1800,0.00
20090110,1815,0.00
20090110,1830,0.00
20090110,1845,0.00
20090110,1900,0.00
20090110,1915,0.00
20090110,1930,0.00
20090110,1945,0.00
20090110,2000,0.00
20090110,2015,0.00
20090110,2030,0.00
20090110,2045,0.00
20090110,2100,0.00
20090110,2115,0.00
20090110,2130,0.00
20090110,2145,0.00
20090110,2200,0.00
20090110,2215,0.00
20090110,2230,0.00
20090110,2245,0.00
20090110,2300,0.00
20090110,2315,0.00
20090110,2330,0.00
20090110,2345,0.00
20090111,0000,0.00
20090111,0015,0.00
20090111,0030,0.00
20090111,0045,0.00
20090111,0100,0.00
20090111,0115,0.00
20090111,0130,0.00
20090111,0145,0.00
20090111,0200,0.00
20090111,0215,0.00
20090111,0230,0.00
20090111,0245,0.00
20090111,0300,0.00
20090111,0315,0.00
20090111,0330,0.00
20090111,0345,0.00
20090111,0400,0.00
20090111,0415,0.00
20090111,0430,0.00
20090111,0445,0.00
20090111,0500,0.00
20090111,0515,0.00
20090111,0530,0.00
20090111,0545,0.00
20090111,0600,0.00
20090111,0615,0.00
20090111,0630,0.00
20090111,0645,0.00
20090111,0700,0.00
20090111,0715,0.00
20090111,0730,0.00
20090111,0745,0.00
20090111,0800,0.00
20090111,0815,0.00
20090111,0830,0.00
20090111,0845,0.00
20090111,0900,0.00
20090111,0915,0.00
20090111,0930,0.00
20090111,0945,0.00
20090111,1000,0.00
20090111,1015,0.00
20090111,1030,0.00
20090111,1045,0.00
20090111,1100,0.00
20090111,1115,0.00
20090111,1130,0.00
20090111,1145,0.00
20090111,1200,0.00
20090111,1215,0.00
20090111,1230,0.00
20090111,1245,0.00
20090111,1300,0.00
20090111,1315,0.00
20090111,1330,0.00
20090111,1345,0.00
20090111,1400,0.00
20090111,1415,0.00
20090111,1430,0.00
20090111,1445,0.00
20090111,1500,0.00
20090111,1515,0.00
20090111,1530,0.00
20090111,1545,0.00
20090111,1600,0.00
20090111,1615,0.00
20090111,1630,0.00
20090111,1645,0.00
20090111,1700,0.00
20090111,1715,0.00
20090111,1730,0.00
20090111,1745,0.00
20090111,1800,0.00
20090111,1815,0.00
20090111,1830,0.00
20090111,1845,0.00
20090111,1900,0.00
20090111,1915,0.00
20090111,1930,0.00
20090111,1945,0.00
20090111,2000,0.00
20090111,2015,0.00
20090111,2030,0.00
20090111,2045,0.00
20090111,2100,0.00
20090111,2115,0.00
20090111,2130,0.00
20090111,2145,0.00
20090111,2200,0.00
20090111,2215,0.00
20090111,2230,0.00
20090111,2245,0.00
20090111,2300,0.00
20090111,2315,0.00
20090111,2330,0.00
20090111,2345,0.00
20090112,0000,0.00
20090112,0015,0.00
20090112,0030,0.00
20090112,0045,0.00
20090112,0100,0.00
20090112,0115,0.00
20090112,0130,0.00
20090112,0145,0.00
20090112,0200,0.00
20090112,0215,0.00
20090112,0230,0.00
20090112,0245,0.00
20090112,0300,0.00
20090112,0315,0.00
20090112,0330,0.00
20090112,0345,0.00
20090112,0400,0.00
20090112,0415,0.00
20090112,0430,0.00
20090112,0445,0.00
20090112,0500,0.00
20090112,0515,0.00
20090112,0530,0.00
20090112,0545,0.00
20090112,0600,0.00
20090112,0615,0.00
20090112,0630,0.00
20090112,0645,0.00
20090112,0700,0.00
20090112,0715,0.00
20090112,0730,0.00
20090112,0745,0.00
20090112,0800,0.00
20090112,0815,0.00
20090112,0830,0.00
20090112,0845,0.00
20090112,0900,0.00
20090112,0915,0.00
20090112,0930,0.00
20090112,0945,0.00
20090112,1000,0.00
20090112,1015,0.00
20090112,1030,0.00
20090112,1045,0.00
20090112,1100,0.00
20090112,1115,0.00
20090112,1130,0.00
20090112,1145,0.00
20090112,1200,0.00
20090112,1215,0.00
20090112,1230,0.00
20090112,1245,0.00
20090112,1300,0.00
20090112,1315,0.00
20090112,1330,0.00
20090112,1345,0.00
20090112,1400,0.00
20090112,1415,0.00
20090112,1430,0.00
20090112,1445,0.00
20090112,1500,0.00
20090112,1515,0.00
20090112,1530,0.00
20090112,1545,0.00
20090112,1600,0.00
20090112,1615,0.00
20090112,1630,0.00
20090112,1645,0.00
20090112,1700,0.00
20090112,1715,0.00
20090112,1730,0.00
20090112,1745,0.00
20090112,1800,0.00
20090112,1815,0.00
20090112,1830,0.00
20090112,1845,0.00
20090112,1900,0.00
20090112,1915,0.00
20090112,1930,0.00
20090112,1945,0.00
20090112,2000,0.00
20090112,2015,0.00
20090112,2030,0.00
20090112,2045,0.00
20090112,2100,0.00
20090112,2115,0.00
20090112,2130,0.00
20090112,2145,0.00
20090112,2200,0.00
20090112,2215,0.00
20090112,2230,0.00
20090112,2245,0.00
20090112,2300,0.00
20090112,2315,0.00
20090112,2330,0.00
20090112,2345,0.00
20090113,0000,0.00
20090113,0015,0.00
20090113,0030,0.00
20090113,0045,0.00
20090113,0100,0.00
20090113,0115,0.00
20090113,0130,0.00
20090113,0145,0.00
20090113,0200,0.00
20090113,0215,0.00
20090113,0230,0.00
20090113,0245,0.00
20090113,0300,0.00
20090113,0315,0.00
20090113,0330,0.00
20090113,0345,0.00
20090113,0400,0.00
20090113,0415,0.00
20090113,0430,0.00
20090113,0445,0.00
20090113,0500,0.00
20090113,0515,0.00
20090113,0530,0.00
20090113,0545,0.00
20090113,0600,0.00
20090113,0615,0.00
20090113,0630,0.00
20090113,0645,0.00
20090113,0700,0.00
20090113,0715,0.00
20090113,0730,0.00
20090113,0745,0.00
20090113,0800,0.00
20090113,0815,0.00
20090113,0830,0.00
20090113,0845,0.00
20090113,0900,0.00
20090113,0915,0.00
20090113,0930,0.00
20090113,0945,0.00
20090113,1000,0.00
20090113,1015,0.00
20090113,1030,0.00
20090113,1045,0.00
20090113,1100,0.00
20090113,1115,0.00
20090113,1130,0.00
20090113,1145,0.00
20090113,1200,0.00
20090113,1215,0.00
20090113,1230,0.00
20090113,1245,0.00
20090113,1300,0.00
20090113,1315,0.00
20090113,1330,0.00
20090113,1345,0.00
20090113,1400,0.00
20090113,1415,0.00
20090113,1430,0.00
20090113,1445,0.00
20090113,1500,0.00
20090113,1515,0.00
20090113,1530,0.00
20090113,1545,0.00
20090113,1600,0.00
20090113,1615,0.00
20090113,1630,0.00
20090113,1645,0.00
20090113,1700,0.00
20090113,1715,0.00
20090113,1730,0.00
20090113,1745,0.00
20090113,1800,0.00
20090113,1815,0.00
20090113,1830,0.00
20090113,1845,0.00
20090113,1900,0.00
20090113,1915,0.00
20090113,1930,0.00
20090113,1945,0.00
20090113,2000,0.00
20090113,2015,0.00
20090113,2030,0.00
20090113,2045,0.00
20090113,2100,0.00
20090113,2115,0.00
20090113,2130,0.00
20090113,2145,0.00
20090113,2200,0.00
20090113,2215,0.00
20090113,2230,0.00
20090113,2245,0.00
20090113,2300,0.00
20090113,2315,0.00
20090113,2330,0.00
20090113,2345,0.00
20090114,0000,0.00
20090114,0015,0.00
20090114,0030,0.00
20090114,0045,0.00
20090114,0100,0.00
20090114,0115,0.00
20090114,0130,0.00
20090114,0145,0.00
20090114,0200,0.00
20090114,0215,0.00
20090114,0230,0.00
20090114,0245,0.00
20090114,0300,0.00
20090114,0315,0.00
20090114,0330,0.00
20090114,0345,0.00
20090114,0400,0.00
20090114,0415,0.00
20090114,0430,0.00
20090114,0445,0.00
20090114,0500,0.00
20090114,0515,0.00
20090114,0530,0.00
20090114,0545,0.00
20090114,0600,0.00
20090114,0615,0.00
20090114,0630,0.00
20090114,0645,0.00
20090114,0700,0.00
20090114,0715,0.00
20090114,0730,0.00
20090114,0745,0.00
20090114,0800,0.00
20090114,0815,0.00
20090114,0830,0.00
20090114,0845,0.00
20090114,0900,0.00
20090114,0915,0.00
20090114,0930,0.00
20090114,0945,0.00
20090114,1000,0.00
20090114,1015,0.00
20090114,1030,0.00
20090114,1045,0.00
20090114,1100,0.00
20090114,1115,0.00
20090114,1130,0.00
20090114,1145,0.00
20090114,1200,0.00
20090114,1215,0.00
20090114,1230,0.00
20090114,1245,0.00
20090114,1300,0.00
20090114,1315,0.00
20090114,1330,0.00
20090114,1345,0.00
20090114,1400,0.00
20090114,1415,0.00
20090114,1430,0.00
20090114,1445,0.00
20090114,1500,0.00
20090114,1515,0.00
20090114,1530,0.00
20090114,1545,0.00
20090114,1600,0.00
20090114,1615,0.00
20090114,1630,0.00
20090114,1645,0.00
20090114,1700,0.00
20090114,1715,0.00
20090114,1730,0.00
20090114,1745,0.00
20090114,1800,0.00
20090114,1815,0.00
20090114,1830,0.00
20090114,1845,0.00
20090114,1900,0.00
20090114,1915,0.00
20090114,1930,0.00
20090114,1945,0.00
20090114,2000,0.00
20090114,2015,0.00
20090114,2030,0.00
20090114,2045,0.00
20090114,2100,0.00
20090114,2115,0.00
20090114,2130,0.00
20090114,2145,0.00
20090114,2200,0.00
20090114,2215,0.00
20090114,2230,0.00
20090114,2245,0.00
20090114,2300,0.00
20090114,2315,0.00
20090114,2330,0.00
20090114,2345,0.00
20090115,0000,0.00
20090115,0015,0.00
20090115,0030,0.00
20090115,0045,0.00
20090115,0100,0.00
20090115,0115,0.00
20090115,0130,0.00
20090115,0145,0.00
20090115,0200,0.00
20090115,0215,0.00
20090115,0230,0.00
20090115,0245,0.00
20090115,0300,0.00
20090115,0315,0.00
20090115,0330,0.00
20090115,0345,0.00
20090115,0400,0.00
20090115,0415,0.00
20090115,0430,0.00
20090115,0445,0.00
20090115,0500,0.00
20090115,0515,0.00
20090115,0530,0.00
