Title: "SJR.csv"
11783,PST,'RIVER STAGE (feet)'
20081203,0315,0.00
20081203,0330,0.00
20081203,0345,0.00
20081203,0400,0.00
20081203,0415,0.00
20081203,0430,0.00
20081203,0445,0.00
20081203,0500,0.00
20081203,0515,0.00
20081203,0530,0.00
20081203,0545,0.00
20081203,0600,0.00
20081203,0615,0.00
20081203,0630,0.00
20081203,0645,0.00
20081203,0700,0.00
20081203,0715,0.00
20081203,0730,0.00
20081203,0745,0.00
20081203,0800,0.00
20081203,0815,0.00
20081203,0830,0.00
20081203,0845,0.00
20081203,0900,0.00
20081203,0915,0.00
20081203,0930,0.00
20081203,0945,0.00
20081203,1000,0.00
20081203,1015,0.00
20081203,1030,0.00
20081203,1045,0.00
20081203,1100,0.00
20081203,1115,0.00
20081203,1130,0.00
20081203,1145,0.00
20081203,1200,0.00
20081203,1215,0.00
20081203,1230,0.00
20081203,1245,0.00
20081203,1300,0.00
20081203,1315,0.00
20081203,1330,0.00
20081203,1345,0.00
20081203,1400,0.00
20081203,1415,0.00
20081203,1430,0.00
20081203,1445,0.00
20081203,1500,0.00
20081203,1515,0.00
20081203,1530,0.00
20081203,1545,0.00
20081203,1600,0.00
20081203,1615,0.00
20081203,1630,0.00
20081203,1645,0.00
20081203,1700,0.00
20081203,1715,0.00
20081203,1730,0.00
20081203,1745,0.00
20081203,1800,0.00
20081203,1815,0.00
20081203,1830,0.00
20081203,1845,0.00
20081203,1900,0.00
20081203,1915,0.00
20081203,1930,0.00
20081203,1945,0.00
20081203,2000,0.00
20081203,2015,0.00
20081203,2030,0.00
20081203,2045,0.00
20081203,2100,0.00
20081203,2115,0.00
20081203,2130,0.00
20081203,2145,0.00
20081203,2200,0.00
20081203,2215,0.00
20081203,2230,0.00
20081203,2245,0.00
20081203,2300,0.00
20081203,2315,0.00
20081203,2330,0.00
20081203,2345,0.00
20081204,0000,0.00
20081204,0015,0.00
20081204,0030,0.00
20081204,0045,0.00
20081204,0100,0.00
20081204,0115,0.00
20081204,0130,0.00
20081204,0145,0.00
20081204,0200,0.00
20081204,0215,0.00
20081204,0230,0.00
20081204,0245,0.00
20081204,0300,0.00
20081204,0315,0.00
20081204,0330,0.00
20081204,0345,0.00
20081204,0400,0.00
20081204,0415,0.00
20081204,0430,0.00
20081204,0445,0.00
20081204,0500,0.00
20081204,0515,0.00
20081204,0530,0.00
20081204,0545,0.00
20081204,0600,0.00
20081204,0615,0.00
20081204,0630,0.00
20081204,0645,0.00
20081204,0700,0.00
20081204,0715,0.00
20081204,0730,0.00
20081204,0745,0.00
20081204,0800,0.00
20081204,0815,0.00
20081204,0830,0.00
20081204,0845,0.00
20081204,0900,0.00
20081204,0915,0.00
20081204,0930,0.00
20081204,0945,0.00
20081204,1000,0.00
20081204,1015,0.00
20081204,1030,0.00
20081204,1045,0.00
20081204,1100,0.00
20081204,1115,0.00
20081204,1130,0.00
20081204,1145,0.00
20081204,1200,0.00
20081204,1215,0.00
20081204,1230,0.00
20081204,1245,0.00
20081204,1300,0.00
20081204,1315,0.00
20081204,1330,0.00
20081204,1345,0.00
20081204,1400,0.00
20081204,1415,0.00
20081204,1430,0.00
20081204,1445,0.00
20081204,1500,0.00
20081204,1515,0.00
20081204,1530,0.00
20081204,1545,0.00
20081204,1600,0.00
20081204,1615,0.00
20081204,1630,0.00
20081204,1645,0.00
20081204,1700,0.00
20081204,1715,0.00
20081204,1730,0.00
20081204,1745,0.00
20081204,1800,0.00
20081204,1815,0.00
20081204,1830,0.00
20081204,1845,0.00
20081204,1900,0.00
20081204,1915,0.00
20081204,1930,0.00
20081204,1945,0.00
20081204,2000,0.00
20081204,2015,0.00
20081204,2030,0.00
20081204,2045,0.00
20081204,2100,0.00
20081204,2115,0.00
20081204,2130,0.00
20081204,2145,0.00
20081204,2200,0.00
20081204,2215,0.00
20081204,2230,0.00
20081204,2245,0.00
20081204,2300,0.00
20081204,2315,0.00
20081204,2330,0.00
20081204,2345,0.00
20081205,0000,0.00
20081205,0015,0.00
20081205,0030,0.00
20081205,0045,0.00
20081205,0100,0.00
20081205,0115,0.00
20081205,0130,0.00
20081205,0145,0.00
20081205,0200,0.00
20081205,0215,0.00
20081205,0230,0.00
20081205,0245,0.00
20081205,0300,0.00
20081205,0315,0.00
20081205,0330,0.00
20081205,0345,0.00
20081205,0400,0.00
20081205,0415,0.00
20081205,0430,0.00
20081205,0445,0.00
20081205,0500,0.00
20081205,0515,0.00
20081205,0530,0.00
20081205,0545,0.00
20081205,0600,0.00
20081205,0615,0.00
20081205,0630,0.00
20081205,0645,0.00
20081205,0700,0.00
20081205,0715,0.00
20081205,0730,0.00
20081205,0745,0.00
20081205,0800,0.00
20081205,0815,0.00
20081205,0830,0.00
20081205,0845,0.00
20081205,0900,0.00
20081205,0915,0.00
20081205,0930,0.00
20081205,0945,0.00
20081205,1000,0.00
20081205,1015,0.00
20081205,1030,0.00
20081205,1045,0.00
20081205,1100,0.00
20081205,1115,0.00
20081205,1130,0.00
20081205,1145,0.00
20081205,1200,0.00
20081205,1215,0.00
20081205,1230,0.00
20081205,1245,0.00
20081205,1300,0.00
20081205,1315,0.00
20081205,1330,0.00
20081205,1345,0.00
20081205,1400,0.00
20081205,1415,0.00
20081205,1430,0.00
20081205,1445,0.00
20081205,1500,0.00
20081205,1515,0.00
20081205,1530,0.00
20081205,1545,0.00
20081205,1600,0.00
20081205,1615,0.00
20081205,1630,0.00
20081205,1645,0.00
20081205,1700,0.00
20081205,1715,0.00
20081205,1730,0.00
20081205,1745,0.00
20081205,1800,0.00
20081205,1815,0.00
20081205,1830,0.00
20081205,1845,0.00
20081205,1900,0.00
20081205,1915,0.00
20081205,1930,0.00
20081205,1945,0.00
20081205,2000,0.00
20081205,2015,0.00
20081205,2030,0.00
20081205,2045,0.00
20081205,2100,0.00
20081205,2115,0.00
20081205,2130,0.00
20081205,2145,0.00
20081205,2200,0.00
20081205,2215,0.00
20081205,2230,0.00
20081205,2245,0.00
20081205,2300,0.00
20081205,2315,0.00
20081205,2330,0.00
20081205,2345,0.00
20081206,0000,0.00
20081206,0015,0.00
20081206,0030,0.00
20081206,0045,0.00
20081206,0100,0.00
20081206,0115,0.00
20081206,0130,0.00
20081206,0145,0.00
20081206,0200,0.00
20081206,0215,0.00
20081206,0230,0.00
20081206,0245,0.00
20081206,0300,0.00
20081206,0315,0.00
20081206,0330,0.00
20081206,0345,0.00
20081206,0400,0.00
20081206,0415,0.00
20081206,0430,0.00
20081206,0445,0.00
20081206,0500,0.00
20081206,0515,0.00
20081206,0530,0.00
20081206,0545,0.00
20081206,0600,0.00
20081206,0615,0.00
20081206,0630,0.00
20081206,0645,0.00
20081206,0700,0.00
20081206,0715,0.00
20081206,0730,0.00
20081206,0745,0.00
20081206,0800,0.00
20081206,0815,0.00
20081206,0830,0.00
20081206,0845,0.00
20081206,0900,0.00
20081206,0915,0.00
20081206,0930,0.00
20081206,0945,0.00
20081206,1000,0.00
20081206,1015,0.00
20081206,1030,0.00
20081206,1045,0.00
20081206,1100,0.00
20081206,1115,0.00
20081206,1130,0.00
20081206,1145,0.00
20081206,1200,0.00
20081206,1215,0.00
20081206,1230,0.00
20081206,1245,0.00
20081206,1300,0.00
20081206,1315,0.00
20081206,1330,0.00
20081206,1345,0.00
20081206,1400,0.00
20081206,1415,0.00
20081206,1430,0.00
20081206,1445,0.00
20081206,1500,0.00
20081206,1515,0.00
20081206,1530,0.00
20081206,1545,0.00
20081206,1600,0.00
20081206,1615,0.00
20081206,1630,0.00
20081206,1645,0.00
20081206,1700,0.00
20081206,1715,0.00
20081206,1730,0.00
20081206,1745,0.00
20081206,1800,0.00
20081206,1815,0.00
20081206,1830,0.00
20081206,1845,0.00
20081206,1900,0.00
20081206,1915,0.00
20081206,1930,0.00
20081206,1945,0.00
20081206,2000,0.00
20081206,2015,0.00
20081206,2030,0.00
20081206,2045,0.00
20081206,2100,0.00
20081206,2115,0.00
20081206,2130,0.00
20081206,2145,0.00
20081206,2200,0.00
20081206,2215,0.00
20081206,2230,0.00
20081206,2245,0.00
20081206,2300,0.00
20081206,2315,0.00
20081206,2330,0.00
20081206,2345,0.00
20081207,0000,0.00
20081207,0015,0.00
20081207,0030,0.00
20081207,0045,0.00
20081207,0100,0.00
20081207,0115,0.00
20081207,0130,0.00
20081207,0145,0.00
20081207,0200,0.00
20081207,0215,0.00
20081207,0230,0.00
20081207,0245,0.00
20081207,0300,0.00
20081207,0315,0.00
20081207,0330,0.00
20081207,0345,0.00
20081207,0400,0.00
20081207,0415,0.00
20081207,0430,0.00
20081207,0445,0.00
20081207,0500,0.00
20081207,0515,0.00
20081207,0530,0.00
20081207,0545,0.00
20081207,0600,0.00
20081207,0615,0.00
20081207,0630,0.00
20081207,0645,0.00
20081207,0700,0.00
20081207,0715,0.00
20081207,0730,0.00
20081207,0745,0.00
20081207,0800,0.00
20081207,0815,0.00
20081207,0830,0.00
20081207,0845,0.00
20081207,0900,0.00
20081207,0915,0.00
20081207,0930,0.00
20081207,0945,0.00
20081207,1000,0.00
20081207,1015,0.00
20081207,1030,0.00
20081207,1045,0.00
20081207,1100,0.00
20081207,1115,0.00
20081207,1130,0.00
20081207,1145,0.00
20081207,1200,0.00
20081207,1215,0.00
20081207,1230,0.00
20081207,1245,0.00
20081207,1300,0.00
20081207,1315,0.00
20081207,1330,0.00
20081207,1345,0.00
20081207,1400,0.00
20081207,1415,0.00
20081207,1430,0.00
20081207,1445,0.00
20081207,1500,0.00
20081207,1515,0.00
20081207,1530,0.00
20081207,1545,0.00
20081207,1600,0.00
20081207,1615,0.00
20081207,1630,0.00
20081207,1645,0.00
20081207,1700,0.00
20081207,1715,0.00
20081207,1730,0.00
20081207,1745,0.00
20081207,1800,0.00
20081207,1815,0.00
20081207,1830,0.00
20081207,1845,0.00
20081207,1900,0.00
20081207,1915,0.00
20081207,1930,0.00
20081207,1945,0.00
20081207,2000,0.00
20081207,2015,0.00
20081207,2030,0.00
20081207,2045,0.00
20081207,2100,0.00
20081207,2115,0.00
20081207,2130,0.00
20081207,2145,0.00
20081207,2200,0.00
20081207,2215,0.00
20081207,2230,0.00
20081207,2245,0.00
20081207,2300,0.00
20081207,2315,0.00
20081207,2330,0.00
20081207,2345,0.00
20081208,0000,0.00
20081208,0015,0.00
20081208,0030,0.00
20081208,0045,0.00
20081208,0100,0.00
20081208,0115,0.00
20081208,0130,0.00
20081208,0145,0.00
20081208,0200,0.00
20081208,0215,0.00
20081208,0230,0.00
20081208,0245,0.00
20081208,0300,0.00
20081208,0315,0.00
20081208,0330,0.00
20081208,0345,0.00
20081208,0400,0.00
20081208,0415,0.00
20081208,0430,0.00
20081208,0445,0.00
20081208,0500,0.00
20081208,0515,0.00
20081208,0530,0.00
20081208,0545,0.00
20081208,0600,0.00
20081208,0615,0.00
20081208,0630,0.00
20081208,0645,0.00
20081208,0700,0.00
20081208,0715,0.00
20081208,0730,0.00
20081208,0745,0.00
20081208,0800,0.00
20081208,0815,0.00
20081208,0830,0.00
20081208,0845,0.00
20081208,0900,0.00
20081208,0915,0.00
20081208,0930,0.00
20081208,0945,0.00
20081208,1000,0.00
20081208,1015,0.00
20081208,1030,0.00
20081208,1045,0.00
20081208,1100,0.00
20081208,1115,0.00
20081208,1130,0.00
20081208,1145,0.00
20081208,1200,0.00
20081208,1215,0.00
20081208,1230,0.00
20081208,1245,0.00
20081208,1300,0.00
20081208,1315,0.00
20081208,1330,0.00
20081208,1345,0.00
20081208,1400,0.00
20081208,1415,0.00
20081208,1430,0.00
20081208,1445,0.00
20081208,1500,0.00
20081208,1515,0.00
20081208,1530,0.00
20081208,1545,0.00
20081208,1600,0.00
20081208,1615,0.00
20081208,1630,0.00
20081208,1645,0.00
20081208,1700,0.00
20081208,1715,0.00
20081208,1730,0.00
20081208,1745,0.00
20081208,1800,0.00
20081208,1815,0.00
20081208,1830,0.00
20081208,1845,0.00
20081208,1900,0.00
20081208,1915,0.00
20081208,1930,0.00
20081208,1945,0.00
20081208,2000,0.00
20081208,2015,0.00
20081208,2030,0.00
20081208,2045,0.00
20081208,2100,0.00
20081208,2115,0.00
20081208,2130,0.00
20081208,2145,0.00
20081208,2200,0.00
20081208,2215,0.00
20081208,2230,0.00
20081208,2245,0.00
20081208,2300,0.00
20081208,2315,0.00
20081208,2330,0.00
20081208,2345,0.00
20081209,0000,0.00
20081209,0015,0.00
20081209,0030,0.00
20081209,0045,0.00
20081209,0100,0.00
20081209,0115,0.00
20081209,0130,0.00
20081209,0145,0.00
20081209,0200,0.00
20081209,0215,0.00
20081209,0230,0.00
20081209,0245,0.00
20081209,0300,0.00
20081209,0315,0.00
20081209,0330,0.00
20081209,0345,0.00
20081209,0400,0.00
20081209,0415,0.00
20081209,0430,0.00
20081209,0445,0.00
20081209,0500,0.00
20081209,0515,0.00
20081209,0530,0.00
20081209,0545,0.00
20081209,0600,0.00
20081209,0615,0.00
20081209,0630,0.00
20081209,0645,0.00
20081209,0700,0.00
20081209,0715,0.00
20081209,0730,0.00
20081209,0745,0.00
20081209,0800,0.00
20081209,0815,0.00
20081209,0830,0.00
20081209,0845,0.00
20081209,0900,0.00
20081209,0915,0.00
20081209,0930,0.00
20081209,0945,0.00
20081209,1000,0.00
20081209,1015,0.00
20081209,1030,0.00
20081209,1045,0.00
20081209,1100,0.00
20081209,1115,0.00
20081209,1130,0.00
20081209,1145,0.00
20081209,1200,0.00
20081209,1215,0.00
20081209,1230,0.00
20081209,1245,0.00
20081209,1300,0.00
20081209,1315,0.00
20081209,1330,0.00
20081209,1345,0.00
20081209,1400,0.00
20081209,1415,0.00
20081209,1430,0.00
20081209,1445,0.00
20081209,1500,0.00
20081209,1515,0.00
20081209,1530,0.00
20081209,1545,0.00
20081209,1600,0.00
20081209,1615,0.00
20081209,1630,0.00
20081209,1645,0.00
20081209,1700,0.00
20081209,1715,0.00
20081209,1730,0.00
20081209,1745,0.00
20081209,1800,0.00
20081209,1815,0.00
20081209,1830,0.00
20081209,1845,0.00
20081209,1900,0.00
20081209,1915,0.00
20081209,1930,0.00
20081209,1945,0.00
20081209,2000,0.00
20081209,2015,0.00
20081209,2030,0.00
20081209,2045,0.00
20081209,2100,0.00
20081209,2115,0.00
20081209,2130,0.00
20081209,2145,0.00
20081209,2200,0.00
20081209,2215,0.00
20081209,2230,0.00
20081209,2245,0.00
20081209,2300,0.00
20081209,2315,0.00
20081209,2330,0.00
20081209,2345,0.00
20081210,0000,0.00
20081210,0015,0.00
20081210,0030,0.00
20081210,0045,0.00
20081210,0100,0.00
20081210,0115,0.00
20081210,0130,0.00
20081210,0145,0.00
20081210,0200,0.00
20081210,0215,0.00
20081210,0230,0.00
20081210,0245,0.00
20081210,0300,0.00
20081210,0315,0.00
20081210,0330,0.00
20081210,0345,0.00
20081210,0400,0.00
20081210,0415,0.00
20081210,0430,0.00
20081210,0445,0.00
20081210,0500,0.00
20081210,0515,0.00
20081210,0530,0.00
20081210,0545,0.00
20081210,0600,0.00
20081210,0615,0.00
20081210,0630,0.00
20081210,0645,0.00
20081210,0700,0.00
20081210,0715,0.00
20081210,0730,0.00
20081210,0745,0.00
20081210,0800,0.00
20081210,0815,0.00
20081210,0830,0.00
20081210,0845,0.00
20081210,0900,0.00
20081210,0915,0.00
20081210,0930,0.00
20081210,0945,0.00
20081210,1000,0.00
20081210,1015,0.00
20081210,1030,0.00
20081210,1045,0.00
20081210,1100,0.00
20081210,1115,0.00
20081210,1130,0.00
20081210,1145,0.00
20081210,1200,0.00
20081210,1215,0.00
20081210,1230,0.00
20081210,1245,0.00
20081210,1300,0.00
20081210,1315,0.00
20081210,1330,0.00
20081210,1345,0.00
20081210,1400,0.00
20081210,1415,0.00
20081210,1430,0.00
20081210,1445,0.00
20081210,1500,0.00
20081210,1515,0.00
20081210,1530,0.00
20081210,1545,0.00
20081210,1600,0.00
20081210,1615,0.00
20081210,1630,0.00
20081210,1645,0.00
20081210,1700,0.00
20081210,1715,0.00
20081210,1730,0.00
20081210,1745,0.00
20081210,1800,0.00
20081210,1815,0.00
20081210,1830,0.00
20081210,1845,0.00
20081210,1900,0.00
20081210,1915,0.00
20081210,1930,0.00
20081210,1945,0.00
20081210,2000,0.00
20081210,2015,0.00
20081210,2030,0.00
20081210,2045,0.00
20081210,2100,0.00
20081210,2115,0.00
20081210,2130,0.00
20081210,2145,0.00
20081210,2200,0.00
20081210,2215,0.00
20081210,2230,0.00
20081210,2245,0.00
20081210,2300,0.00
20081210,2315,0.00
20081210,2330,0.00
20081210,2345,0.00
20081211,0000,0.00
20081211,0015,0.00
20081211,0030,0.00
20081211,0045,0.00
20081211,0100,0.00
20081211,0115,0.00
20081211,0130,0.00
20081211,0145,0.00
20081211,0200,0.00
20081211,0215,0.00
20081211,0230,0.00
20081211,0245,0.00
20081211,0300,0.00
20081211,0315,0.00
20081211,0330,0.00
20081211,0345,0.00
20081211,0400,0.00
20081211,0415,0.00
20081211,0430,0.00
20081211,0445,0.00
20081211,0500,0.00
20081211,0515,0.00
20081211,0530,0.00
20081211,0545,0.00
20081211,0600,0.00
20081211,0615,0.00
20081211,0630,0.00
20081211,0645,0.00
20081211,0700,0.00
20081211,0715,0.00
20081211,0730,0.00
20081211,0745,0.00
20081211,0800,0.00
20081211,0815,0.00
20081211,0830,0.00
20081211,0845,0.00
20081211,0900,0.00
20081211,0915,0.00
20081211,0930,0.00
20081211,0945,0.00
20081211,1000,0.00
20081211,1015,0.00
20081211,1030,0.00
20081211,1045,0.00
20081211,1100,0.00
20081211,1115,0.00
20081211,1130,0.00
20081211,1145,0.00
20081211,1200,0.00
20081211,1215,0.00
20081211,1230,0.00
20081211,1245,0.00
20081211,1300,0.00
20081211,1315,0.00
20081211,1330,0.00
20081211,1345,0.00
20081211,1400,0.00
20081211,1415,0.00
20081211,1430,0.00
20081211,1445,0.00
20081211,1500,0.00
20081211,1515,0.00
20081211,1530,0.00
20081211,1545,0.00
20081211,1600,0.00
20081211,1615,0.00
20081211,1630,0.00
20081211,1645,0.00
20081211,1700,0.00
20081211,1715,0.00
20081211,1730,0.00
20081211,1745,0.00
20081211,1800,0.00
20081211,1815,0.00
20081211,1830,0.00
20081211,1845,0.00
20081211,1900,0.00
20081211,1915,0.00
20081211,1930,0.00
20081211,1945,0.00
20081211,2000,0.00
20081211,2015,0.00
20081211,2030,0.00
20081211,2045,0.00
20081211,2100,0.00
20081211,2115,0.00
20081211,2130,0.00
20081211,2145,0.00
20081211,2200,0.00
20081211,2215,0.00
20081211,2230,0.00
20081211,2245,0.00
20081211,2300,0.00
20081211,2315,0.00
20081211,2330,0.00
20081211,2345,0.00
20081212,0000,0.00
20081212,0015,0.00
20081212,0030,0.00
20081212,0045,0.00
20081212,0100,0.00
20081212,0115,0.00
20081212,0130,0.00
20081212,0145,0.00
20081212,0200,0.00
20081212,0215,0.00
20081212,0230,0.00
20081212,0245,0.00
20081212,0300,0.00
20081212,0315,0.00
20081212,0330,0.00
20081212,0345,0.00
20081212,0400,0.00
20081212,0415,0.00
20081212,0430,0.00
20081212,0445,0.00
20081212,0500,0.00
20081212,0515,0.00
20081212,0530,0.00
20081212,0545,0.00
20081212,0600,0.00
20081212,0615,0.00
20081212,0630,0.00
20081212,0645,0.00
20081212,0700,0.00
20081212,0715,0.00
20081212,0730,0.00
20081212,0745,0.00
20081212,0800,0.00
20081212,0815,0.00
20081212,0830,0.00
20081212,0845,0.00
20081212,0900,0.00
20081212,0915,0.00
20081212,0930,0.00
20081212,0945,0.00
20081212,1000,0.00
20081212,1015,0.00
20081212,1030,0.00
20081212,1045,0.00
20081212,1100,0.00
20081212,1115,0.00
20081212,1130,0.00
20081212,1145,0.00
20081212,1200,0.00
20081212,1215,0.00
20081212,1230,0.00
20081212,1245,0.00
20081212,1300,0.00
20081212,1315,0.00
20081212,1330,0.00
20081212,1345,0.00
20081212,1400,0.00
20081212,1415,0.00
20081212,1430,0.00
20081212,1445,0.00
20081212,1500,0.00
20081212,1515,0.00
20081212,1530,0.00
20081212,1545,0.00
20081212,1600,0.00
20081212,1615,0.00
20081212,1630,0.00
20081212,1645,0.00
20081212,1700,0.00
20081212,1715,0.00
20081212,1730,0.00
20081212,1745,0.00
20081212,1800,0.00
20081212,1815,0.00
20081212,1830,0.00
20081212,1845,0.00
20081212,1900,0.00
20081212,1915,0.00
20081212,1930,0.00
20081212,1945,0.00
20081212,2000,0.00
20081212,2015,0.00
20081212,2030,0.00
20081212,2045,0.00
20081212,2100,0.00
20081212,2115,0.00
20081212,2130,0.00
20081212,2145,0.00
20081212,2200,0.00
20081212,2215,0.00
20081212,2230,0.00
20081212,2245,0.00
20081212,2300,0.00
20081212,2315,0.00
20081212,2330,0.00
20081212,2345,0.00
20081213,0000,0.00
20081213,0015,0.00
20081213,0030,0.00
20081213,0045,0.00
20081213,0100,0.00
20081213,0115,0.00
20081213,0130,0.00
20081213,0145,0.00
20081213,0200,0.00
20081213,0215,0.00
20081213,0230,0.00
20081213,0245,0.00
20081213,0300,0.00
20081213,0315,0.00
20081213,0330,0.00
20081213,0345,0.00
20081213,0400,0.00
20081213,0415,0.00
20081213,0430,0.00
20081213,0445,0.00
20081213,0500,0.00
20081213,0515,0.00
20081213,0530,0.00
20081213,0545,0.00
20081213,0600,0.00
20081213,0615,0.00
20081213,0630,0.00
20081213,0645,0.00
20081213,0700,0.00
20081213,0715,0.00
20081213,0730,0.00
20081213,0745,0.00
20081213,0800,0.00
20081213,0815,0.00
20081213,0830,0.00
20081213,0845,0.00
20081213,0900,0.00
20081213,0915,0.00
20081213,0930,0.00
20081213,0945,0.00
20081213,1000,0.00
20081213,1015,0.00
20081213,1030,0.00
20081213,1045,0.00
20081213,1100,0.00
20081213,1115,0.00
20081213,1130,0.00
20081213,1145,0.00
20081213,1200,0.00
20081213,1215,0.00
20081213,1230,0.00
20081213,1245,0.00
20081213,1300,0.00
20081213,1315,0.00
20081213,1330,0.00
20081213,1345,0.00
20081213,1400,0.00
20081213,1415,0.00
20081213,1430,0.00
20081213,1445,0.00
20081213,1500,0.00
20081213,1515,0.00
20081213,1530,0.00
20081213,1545,0.00
20081213,1600,0.00
20081213,1615,0.00
20081213,1630,0.00
20081213,1645,0.00
20081213,1700,0.00
20081213,1715,0.00
20081213,1730,0.00
20081213,1745,0.00
20081213,1800,0.00
20081213,1815,0.00
20081213,1830,0.00
20081213,1845,0.00
20081213,1900,0.00
20081213,1915,0.00
20081213,1930,0.00
20081213,1945,0.00
20081213,2000,0.00
20081213,2015,0.00
20081213,2030,0.00
20081213,2045,0.00
20081213,2100,0.00
20081213,2115,0.00
20081213,2130,0.00
20081213,2145,0.00
20081213,2200,0.00
20081213,2215,0.00
20081213,2230,0.00
20081213,2245,0.00
20081213,2300,0.00
20081213,2315,0.00
20081213,2330,0.00
20081213,2345,0.00
20081214,0000,0.00
20081214,0015,0.00
20081214,0030,0.00
20081214,0045,0.00
20081214,0100,0.00
20081214,0115,0.00
20081214,0130,0.00
20081214,0145,0.00
20081214,0200,0.00
20081214,0215,0.00
20081214,0230,0.00
20081214,0245,0.00
20081214,0300,0.00
20081214,0315,0.00
20081214,0330,0.00
20081214,0345,0.00
20081214,0400,0.00
20081214,0415,0.00
20081214,0430,0.00
20081214,0445,0.00
20081214,0500,0.00
20081214,0515,0.00
20081214,0530,0.00
20081214,0545,0.00
20081214,0600,0.00
20081214,0615,0.00
20081214,0630,0.00
20081214,0645,0.00
20081214,0700,0.00
20081214,0715,0.00
20081214,0730,0.00
20081214,0745,0.00
20081214,0800,0.00
20081214,0815,0.00
20081214,0830,0.00
20081214,0845,0.00
20081214,0900,0.00
20081214,0915,0.00
20081214,0930,0.00
20081214,0945,0.00
20081214,1000,0.00
20081214,1015,0.00
20081214,1030,0.00
20081214,1045,0.00
20081214,1100,0.00
20081214,1115,0.00
20081214,1130,0.00
20081214,1145,0.00
20081214,1200,0.00
20081214,1215,0.00
20081214,1230,0.00
20081214,1245,0.00
20081214,1300,0.00
20081214,1315,0.00
20081214,1330,0.00
20081214,1345,0.00
20081214,1400,0.00
20081214,1415,0.00
20081214,1430,0.00
20081214,1445,0.00
20081214,1500,0.00
20081214,1515,0.00
20081214,1530,0.00
20081214,1545,0.00
20081214,1600,0.00
20081214,1615,0.00
20081214,1630,0.00
20081214,1645,0.00
20081214,1700,0.00
20081214,1715,0.00
20081214,1730,0.00
20081214,1745,0.00
20081214,1800,0.00
20081214,1815,0.00
20081214,1830,0.00
20081214,1845,0.00
20081214,1900,0.00
20081214,1915,0.00
20081214,1930,0.00
20081214,1945,0.00
20081214,2000,0.00
20081214,2015,0.00
20081214,2030,0.00
20081214,2045,0.00
20081214,2100,0.00
20081214,2115,0.00
20081214,2130,0.00
20081214,2145,0.00
20081214,2200,0.00
20081214,2215,0.00
20081214,2230,0.00
20081214,2245,0.00
20081214,2300,0.00
20081214,2315,0.00
20081214,2330,0.00
20081214,2345,0.00
20081215,0000,0.00
20081215,0015,0.00
20081215,0030,0.00
20081215,0045,0.00
20081215,0100,0.00
20081215,0115,0.00
20081215,0130,0.00
20081215,0145,0.00
20081215,0200,0.00
20081215,0215,0.00
20081215,0230,0.00
20081215,0245,0.00
20081215,0300,0.00
20081215,0315,0.00
20081215,0330,0.00
20081215,0345,0.00
20081215,0400,0.00
20081215,0415,0.00
20081215,0430,0.00
20081215,0445,0.00
20081215,0500,0.00
20081215,0515,0.00
20081215,0530,0.00
20081215,0545,0.00
20081215,0600,0.00
20081215,0615,0.00
20081215,0630,0.00
20081215,0645,0.00
20081215,0700,0.00
20081215,0715,0.00
20081215,0730,0.00
20081215,0745,0.00
20081215,0800,0.00
20081215,0815,0.00
20081215,0830,0.00
20081215,0845,0.00
20081215,0900,0.00
20081215,0915,0.00
20081215,0930,0.00
20081215,0945,0.00
20081215,1000,0.00
20081215,1015,0.00
20081215,1030,0.00
20081215,1045,0.00
20081215,1100,0.00
20081215,1115,0.00
20081215,1130,0.00
20081215,1145,0.00
20081215,1200,0.00
20081215,1215,0.00
20081215,1230,0.00
20081215,1245,0.00
20081215,1300,0.00
20081215,1315,0.00
20081215,1330,0.00
20081215,1345,0.00
20081215,1400,0.00
20081215,1415,0.00
20081215,1430,0.00
20081215,1445,0.00
20081215,1500,0.00
20081215,1515,0.00
20081215,1530,0.00
20081215,1545,0.00
20081215,1600,0.00
20081215,1615,0.00
20081215,1630,0.00
20081215,1645,0.00
20081215,1700,0.00
20081215,1715,0.00
20081215,1730,0.00
20081215,1745,0.00
20081215,1800,0.00
20081215,1815,0.00
20081215,1830,0.00
20081215,1845,0.00
20081215,1900,0.00
20081215,1915,0.00
20081215,1930,0.00
20081215,1945,0.00
20081215,2000,0.00
20081215,2015,0.00
20081215,2030,0.00
20081215,2045,0.00
20081215,2100,0.00
20081215,2115,0.00
20081215,2130,0.00
20081215,2145,0.00
20081215,2200,0.00
20081215,2215,0.00
20081215,2230,0.00
20081215,2245,0.00
20081215,2300,0.00
20081215,2315,0.00
20081215,2330,0.00
20081215,2345,0.00
20081216,0000,0.00
20081216,0015,0.00
20081216,0030,0.00
20081216,0045,0.00
20081216,0100,0.00
20081216,0115,0.00
20081216,0130,0.00
20081216,0145,0.00
20081216,0200,0.00
20081216,0215,0.00
20081216,0230,0.00
20081216,0245,0.00
20081216,0300,0.00
20081216,0315,0.00
20081216,0330,0.00
20081216,0345,0.00
20081216,0400,0.00
20081216,0415,0.00
20081216,0430,0.00
20081216,0445,0.00
20081216,0500,0.00
20081216,0515,0.00
20081216,0530,0.00
20081216,0545,0.00
20081216,0600,0.00
20081216,0615,0.00
20081216,0630,0.00
20081216,0645,0.00
20081216,0700,0.00
20081216,0715,0.00
20081216,0730,0.00
20081216,0745,0.00
20081216,0800,0.00
20081216,0815,0.00
