STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
FAL,E,20,FLOW,20191101 0000,20191101 0000,48700.,,CFS
FAL,E,20,FLOW,20191101 0015,20191101 0015,49200.,,CFS
FAL,E,20,FLOW,20191101 0030,20191101 0030,48000.,,CFS
FAL,E,20,FLOW,20191101 0045,20191101 0045,47600.,,CFS
