STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
JER,E,100,EL COND,20191214 0445,20191214 0445,628, ,uS/cm
JER,E,100,EL COND,20191214 0500,20191214 0500,634, ,uS/cm
JER,E,100,EL COND,20191214 0515,20191214 0515,645, ,uS/cm
JER,E,100,EL COND,20191214 0530,20191214 0530,658, ,uS/cm
JER,E,100,EL COND,20191214 0545,20191214 0545,687, ,uS/cm
JER,E,100,EL COND,20191214 0600,20191214 0600,694, ,uS/cm
JER,E,100,EL COND,20191214 0615,20191214 0615,710, ,uS/cm
JER,E,100,EL COND,20191214 0630,20191214 0630,723, ,uS/cm
JER,E,100,EL COND,20191214 0645,20191214 0645,725, ,uS/cm
JER,E,100,EL COND,20191214 0700,20191214 0700,733, ,uS/cm
JER,E,100,EL COND,20191214 0715,20191214 0715,762, ,uS/cm
JER,E,100,EL COND,20191214 0730,20191214 0730,752, ,uS/cm
JER,E,100,EL COND,20191214 0745,20191214 0745,786, ,uS/cm
JER,E,100,EL COND,20191214 0800,20191214 0800,820, ,uS/cm
JER,E,100,EL COND,20191214 0815,20191214 0815,824, ,uS/cm
JER,E,100,EL COND,20191214 0830,20191214 0830,829, ,uS/cm
JER,E,100,EL COND,20191214 0845,20191214 0845,819, ,uS/cm
JER,E,100,EL COND,20191214 0900,20191214 0900,799, ,uS/cm
JER,E,100,EL COND,20191214 0915,20191214 0915,759, ,uS/cm
JER,E,100,EL COND,20191214 0930,20191214 0930,748, ,uS/cm
JER,E,100,EL COND,20191214 0945,20191214 0945,758, ,uS/cm
JER,E,100,EL COND,20191214 1000,20191214 1000,761, ,uS/cm
JER,E,100,EL COND,20191214 1015,20191214 1015,750, ,uS/cm
JER,E,100,EL COND,20191214 1030,20191214 1030,729, ,uS/cm
JER,E,100,EL COND,20191214 1045,20191214 1045,706, ,uS/cm
JER,E,100,EL COND,20191214 1100,20191214 1100,695, ,uS/cm
JER,E,100,EL COND,20191214 1115,20191214 1115,684, ,uS/cm
JER,E,100,EL COND,20191214 1130,20191214 1130,681, ,uS/cm
JER,E,100,EL COND,20191214 1145,20191214 1145,654, ,uS/cm
JER,E,100,EL COND,20191214 1200,20191214 1200,683, ,uS/cm
JER,E,100,EL COND,20191214 1215,20191214 1215,709, ,uS/cm
JER,E,100,EL COND,20191214 1230,20191214 1230,734, ,uS/cm
JER,E,100,EL COND,20191214 1245,20191214 1245,733, ,uS/cm
JER,E,100,EL COND,20191214 1300,20191214 1300,727, ,uS/cm
JER,E,100,EL COND,20191214 1315,20191214 1315,733, ,uS/cm
JER,E,100,EL COND,20191214 1330,20191214 1330,757, ,uS/cm
JER,E,100,EL COND,20191214 1345,20191214 1345,786, ,uS/cm
JER,E,100,EL COND,20191214 1400,20191214 1400,794, ,uS/cm
JER,E,100,EL COND,20191214 1415,20191214 1415,808, ,uS/cm
JER,E,100,EL COND,20191214 1430,20191214 1430,831, ,uS/cm
JER,E,100,EL COND,20191214 1445,20191214 1445,864, ,uS/cm
JER,E,100,EL COND,20191214 1500,20191214 1500,892, ,uS/cm
JER,E,100,EL COND,20191214 1515,20191214 1515,934, ,uS/cm
JER,E,100,EL COND,20191214 1530,20191214 1530,950, ,uS/cm
JER,E,100,EL COND,20191214 1545,20191214 1545,990, ,uS/cm
JER,E,100,EL COND,20191214 1600,20191214 1600,1018, ,uS/cm
JER,E,100,EL COND,20191214 1615,20191214 1615,1033, ,uS/cm
JER,E,100,EL COND,20191214 1630,20191214 1630,1073, ,uS/cm
JER,E,100,EL COND,20191214 1645,20191214 1645,1096, ,uS/cm
JER,E,100,EL COND,20191214 1700,20191214 1700,1112, ,uS/cm
JER,E,100,EL COND,20191214 1715,20191214 1715,1130, ,uS/cm
JER,E,100,EL COND,20191214 1730,20191214 1730,1133, ,uS/cm
JER,E,100,EL COND,20191214 1745,20191214 1745,1197, ,uS/cm
JER,E,100,EL COND,20191214 1800,20191214 1800,1228, ,uS/cm
JER,E,100,EL COND,20191214 1815,20191214 1815,1212, ,uS/cm
JER,E,100,EL COND,20191214 1830,20191214 1830,1220, ,uS/cm
JER,E,100,EL COND,20191214 1845,20191214 1845,1196, ,uS/cm
JER,E,100,EL COND,20191214 1900,20191214 1900,1162, ,uS/cm
JER,E,100,EL COND,20191214 1915,20191214 1915,1189, ,uS/cm
JER,E,100,EL COND,20191214 1930,20191214 1930,1198, ,uS/cm
JER,E,100,EL COND,20191214 1945,20191214 1945,1172, ,uS/cm
JER,E,100,EL COND,20191214 2000,20191214 2000,1139, ,uS/cm
JER,E,100,EL COND,20191214 2015,20191214 2015,1070, ,uS/cm
JER,E,100,EL COND,20191214 2030,20191214 2030,1034, ,uS/cm
JER,E,100,EL COND,20191214 2045,20191214 2045,970, ,uS/cm
JER,E,100,EL COND,20191214 2100,20191214 2100,913, ,uS/cm
JER,E,100,EL COND,20191214 2115,20191214 2115,862, ,uS/cm
JER,E,100,EL COND,20191214 2130,20191214 2130,825, ,uS/cm
JER,E,100,EL COND,20191214 2145,20191214 2145,797, ,uS/cm
JER,E,100,EL COND,20191214 2200,20191214 2200,771, ,uS/cm
JER,E,100,EL COND,20191214 2215,20191214 2215,748, ,uS/cm
JER,E,100,EL COND,20191214 2230,20191214 2230,729, ,uS/cm
JER,E,100,EL COND,20191214 2245,20191214 2245,715, ,uS/cm
JER,E,100,EL COND,20191214 2300,20191214 2300,701, ,uS/cm
JER,E,100,EL COND,20191214 2315,20191214 2315,685, ,uS/cm
JER,E,100,EL COND,20191214 2330,20191214 2330,675, ,uS/cm
JER,E,100,EL COND,20191214 2345,20191214 2345,667, ,uS/cm
JER,E,100,EL COND,20191215 0000,20191215 0000,655, ,uS/cm
JER,E,100,EL COND,20191215 0015,20191215 0015,646, ,uS/cm
JER,E,100,EL COND,20191215 0030,20191215 0030,637, ,uS/cm
JER,E,100,EL COND,20191215 0045,20191215 0045,631, ,uS/cm
JER,E,100,EL COND,20191215 0100,20191215 0100,624, ,uS/cm
JER,E,100,EL COND,20191215 0115,20191215 0115,618, ,uS/cm
JER,E,100,EL COND,20191215 0130,20191215 0130,613, ,uS/cm
JER,E,100,EL COND,20191215 0145,20191215 0145,607, ,uS/cm
JER,E,100,EL COND,20191215 0200,20191215 0200,600, ,uS/cm
JER,E,100,EL COND,20191215 0215,20191215 0215,595, ,uS/cm
JER,E,100,EL COND,20191215 0230,20191215 0230,588, ,uS/cm
JER,E,100,EL COND,20191215 0245,20191215 0245,600, ,uS/cm
JER,E,100,EL COND,20191215 0300,20191215 0300,627, ,uS/cm
JER,E,100,EL COND,20191215 0315,20191215 0315,622, ,uS/cm
JER,E,100,EL COND,20191215 0330,20191215 0330,597, ,uS/cm
JER,E,100,EL COND,20191215 0345,20191215 0345,588, ,uS/cm
JER,E,100,EL COND,20191215 0400,20191215 0400,580, ,uS/cm
JER,E,100,EL COND,20191215 0415,20191215 0415,588, ,uS/cm
JER,E,100,EL COND,20191215 0430,20191215 0430,594, ,uS/cm
JER,E,100,EL COND,20191215 0445,20191215 0445,596, ,uS/cm
JER,E,100,EL COND,20191215 0500,20191215 0500,601, ,uS/cm
JER,E,100,EL COND,20191215 0515,20191215 0515,629, ,uS/cm
JER,E,100,EL COND,20191215 0530,20191215 0530,643, ,uS/cm
JER,E,100,EL COND,20191215 0545,20191215 0545,645, ,uS/cm
JER,E,100,EL COND,20191215 0600,20191215 0600,652, ,uS/cm
JER,E,100,EL COND,20191215 0615,20191215 0615,659, ,uS/cm
JER,E,100,EL COND,20191215 0630,20191215 0630,679, ,uS/cm
JER,E,100,EL COND,20191215 0645,20191215 0645,697, ,uS/cm
JER,E,100,EL COND,20191215 0700,20191215 0700,713, ,uS/cm
JER,E,100,EL COND,20191215 0715,20191215 0715,714, ,uS/cm
JER,E,100,EL COND,20191215 0730,20191215 0730,736, ,uS/cm
JER,E,100,EL COND,20191215 0745,20191215 0745,745, ,uS/cm
JER,E,100,EL COND,20191215 0800,20191215 0800,752, ,uS/cm
JER,E,100,EL COND,20191215 0815,20191215 0815,760, ,uS/cm
JER,E,100,EL COND,20191215 0830,20191215 0830,764, ,uS/cm
JER,E,100,EL COND,20191215 0845,20191215 0845,769, ,uS/cm
JER,E,100,EL COND,20191215 0900,20191215 0900,771, ,uS/cm
JER,E,100,EL COND,20191215 0915,20191215 0915,789, ,uS/cm
JER,E,100,EL COND,20191215 0930,20191215 0930,782, ,uS/cm
JER,E,100,EL COND,20191215 0945,20191215 0945,737, ,uS/cm
JER,E,100,EL COND,20191215 1000,20191215 1000,723, ,uS/cm
JER,E,100,EL COND,20191215 1015,20191215 1015,747, ,uS/cm
JER,E,100,EL COND,20191215 1030,20191215 1030,748, ,uS/cm
JER,E,100,EL COND,20191215 1045,20191215 1045,744, ,uS/cm
JER,E,100,EL COND,20191215 1100,20191215 1100,724, ,uS/cm
JER,E,100,EL COND,20191215 1115,20191215 1115,707, ,uS/cm
JER,E,100,EL COND,20191215 1130,20191215 1130,693, ,uS/cm
JER,E,100,EL COND,20191215 1145,20191215 1145,679, ,uS/cm
JER,E,100,EL COND,20191215 1200,20191215 1200,670, ,uS/cm
JER,E,100,EL COND,20191215 1215,20191215 1215,667, ,uS/cm
JER,E,100,EL COND,20191215 1230,20191215 1230,670, ,uS/cm
JER,E,100,EL COND,20191215 1245,20191215 1245,668, ,uS/cm
JER,E,100,EL COND,20191215 1300,20191215 1300,682, ,uS/cm
JER,E,100,EL COND,20191215 1315,20191215 1315,698, ,uS/cm
JER,E,100,EL COND,20191215 1330,20191215 1330,704, ,uS/cm
JER,E,100,EL COND,20191215 1345,20191215 1345,681, ,uS/cm
JER,E,100,EL COND,20191215 1400,20191215 1400,677, ,uS/cm
JER,E,100,EL COND,20191215 1415,20191215 1415,676, ,uS/cm
JER,E,100,EL COND,20191215 1430,20191215 1430,688, ,uS/cm
JER,E,100,EL COND,20191215 1445,20191215 1445,699, ,uS/cm
JER,E,100,EL COND,20191215 1500,20191215 1500,709, ,uS/cm
JER,E,100,EL COND,20191215 1515,20191215 1515,724, ,uS/cm
JER,E,100,EL COND,20191215 1530,20191215 1530,735, ,uS/cm
JER,E,100,EL COND,20191215 1545,20191215 1545,763, ,uS/cm
JER,E,100,EL COND,20191215 1600,20191215 1600,777, ,uS/cm
JER,E,100,EL COND,20191215 1615,20191215 1615,806, ,uS/cm
JER,E,100,EL COND,20191215 1630,20191215 1630,832, ,uS/cm
JER,E,100,EL COND,20191215 1645,20191215 1645,854, ,uS/cm
JER,E,100,EL COND,20191215 1700,20191215 1700,858, ,uS/cm
JER,E,100,EL COND,20191215 1715,20191215 1715,885, ,uS/cm
JER,E,100,EL COND,20191215 1730,20191215 1730,900, ,uS/cm
JER,E,100,EL COND,20191215 1745,20191215 1745,913, ,uS/cm
JER,E,100,EL COND,20191215 1800,20191215 1800,913, ,uS/cm
JER,E,100,EL COND,20191215 1815,20191215 1815,915, ,uS/cm
JER,E,100,EL COND,20191215 1830,20191215 1830,978, ,uS/cm
JER,E,100,EL COND,20191215 1845,20191215 1845,1008, ,uS/cm
JER,E,100,EL COND,20191215 1900,20191215 1900,1011, ,uS/cm
JER,E,100,EL COND,20191215 1915,20191215 1915,1022, ,uS/cm
JER,E,100,EL COND,20191215 1930,20191215 1930,1007, ,uS/cm
JER,E,100,EL COND,20191215 1945,20191215 1945,975, ,uS/cm
JER,E,100,EL COND,20191215 2000,20191215 2000,995, ,uS/cm
JER,E,100,EL COND,20191215 2015,20191215 2015,999, ,uS/cm
JER,E,100,EL COND,20191215 2030,20191215 2030,962, ,uS/cm
JER,E,100,EL COND,20191215 2045,20191215 2045,912, ,uS/cm
JER,E,100,EL COND,20191215 2100,20191215 2100,873, ,uS/cm
JER,E,100,EL COND,20191215 2115,20191215 2115,832, ,uS/cm
JER,E,100,EL COND,20191215 2130,20191215 2130,788, ,uS/cm
JER,E,100,EL COND,20191215 2145,20191215 2145,758, ,uS/cm
JER,E,100,EL COND,20191215 2200,20191215 2200,734, ,uS/cm
JER,E,100,EL COND,20191215 2215,20191215 2215,711, ,uS/cm
JER,E,100,EL COND,20191215 2230,20191215 2230,692, ,uS/cm
JER,E,100,EL COND,20191215 2245,20191215 2245,678, ,uS/cm
JER,E,100,EL COND,20191215 2300,20191215 2300,660, ,uS/cm
JER,E,100,EL COND,20191215 2315,20191215 2315,651, ,uS/cm
JER,E,100,EL COND,20191215 2330,20191215 2330,640, ,uS/cm
JER,E,100,EL COND,20191215 2345,20191215 2345,630, ,uS/cm
JER,E,100,EL COND,20191216 0000,20191216 0000,622, ,uS/cm
JER,E,100,EL COND,20191216 0015,20191216 0015,615, ,uS/cm
JER,E,100,EL COND,20191216 0030,20191216 0030,608, ,uS/cm
JER,E,100,EL COND,20191216 0045,20191216 0045,602, ,uS/cm
JER,E,100,EL COND,20191216 0100,20191216 0100,595, ,uS/cm
JER,E,100,EL COND,20191216 0115,20191216 0115,590, ,uS/cm
JER,E,100,EL COND,20191216 0130,20191216 0130,584, ,uS/cm
JER,E,100,EL COND,20191216 0145,20191216 0145,581, ,uS/cm
JER,E,100,EL COND,20191216 0200,20191216 0200,577, ,uS/cm
JER,E,100,EL COND,20191216 0215,20191216 0215,576, ,uS/cm
JER,E,100,EL COND,20191216 0230,20191216 0230,571, ,uS/cm
JER,E,100,EL COND,20191216 0245,20191216 0245,571, ,uS/cm
JER,E,100,EL COND,20191216 0300,20191216 0300,572, ,uS/cm
JER,E,100,EL COND,20191216 0315,20191216 0315,579, ,uS/cm
JER,E,100,EL COND,20191216 0330,20191216 0330,591, ,uS/cm
JER,E,100,EL COND,20191216 0345,20191216 0345,596, ,uS/cm
JER,E,100,EL COND,20191216 0400,20191216 0400,581, ,uS/cm
JER,E,100,EL COND,20191216 0415,20191216 0415,567, ,uS/cm
JER,E,100,EL COND,20191216 0430,20191216 0430,542, ,uS/cm
JER,E,100,EL COND,20191216 0445,20191216 0445,536, ,uS/cm
JER,E,100,EL COND,20191216 0500,20191216 0500,539, ,uS/cm
JER,E,100,EL COND,20191216 0515,20191216 0515,545, ,uS/cm
JER,E,100,EL COND,20191216 0530,20191216 0530,545, ,uS/cm
JER,E,100,EL COND,20191216 0545,20191216 0545,548, ,uS/cm
JER,E,100,EL COND,20191216 0600,20191216 0600,568, ,uS/cm
JER,E,100,EL COND,20191216 0615,20191216 0615,581, ,uS/cm
JER,E,100,EL COND,20191216 0630,20191216 0630,590, ,uS/cm
JER,E,100,EL COND,20191216 0645,20191216 0645,597, ,uS/cm
JER,E,100,EL COND,20191216 0700,20191216 0700,607, ,uS/cm
JER,E,100,EL COND,20191216 0715,20191216 0715,615, ,uS/cm
JER,E,100,EL COND,20191216 0730,20191216 0730,626, ,uS/cm
JER,E,100,EL COND,20191216 0745,20191216 0745,632, ,uS/cm
JER,E,100,EL COND,20191216 0800,20191216 0800,646, ,uS/cm
JER,E,100,EL COND,20191216 0815,20191216 0815,660, ,uS/cm
JER,E,100,EL COND,20191216 0830,20191216 0830,667, ,uS/cm
JER,E,100,EL COND,20191216 0845,20191216 0845,677, ,uS/cm
JER,E,100,EL COND,20191216 0900,20191216 0900,678, ,uS/cm
JER,E,100,EL COND,20191216 0915,20191216 0915,686, ,uS/cm
JER,E,100,EL COND,20191216 0930,20191216 0930,692, ,uS/cm
JER,E,100,EL COND,20191216 0945,20191216 0945,696, ,uS/cm
JER,E,100,EL COND,20191216 1000,20191216 1000,703, ,uS/cm
JER,E,100,EL COND,20191216 1015,20191216 1015,712, ,uS/cm
JER,E,100,EL COND,20191216 1030,20191216 1030,701, ,uS/cm
JER,E,100,EL COND,20191216 1045,20191216 1045,676, ,uS/cm
JER,E,100,EL COND,20191216 1100,20191216 1100,667, ,uS/cm
JER,E,100,EL COND,20191216 1115,20191216 1115,677, ,uS/cm
JER,E,100,EL COND,20191216 1130,20191216 1130,679, ,uS/cm
JER,E,100,EL COND,20191216 1145,20191216 1145,677, ,uS/cm
JER,E,100,EL COND,20191216 1200,20191216 1200,673, ,uS/cm
JER,E,100,EL COND,20191216 1215,20191216 1215,658, ,uS/cm
JER,E,100,EL COND,20191216 1230,20191216 1230,642, ,uS/cm
JER,E,100,EL COND,20191216 1245,20191216 1245,636, ,uS/cm
JER,E,100,EL COND,20191216 1300,20191216 1300,631, ,uS/cm
JER,E,100,EL COND,20191216 1315,20191216 1315,623, ,uS/cm
JER,E,100,EL COND,20191216 1330,20191216 1330,620, ,uS/cm
JER,E,100,EL COND,20191216 1345,20191216 1345,620, ,uS/cm
JER,E,100,EL COND,20191216 1400,20191216 1400,630, ,uS/cm
JER,E,100,EL COND,20191216 1415,20191216 1415,647, ,uS/cm
JER,E,100,EL COND,20191216 1430,20191216 1430,658, ,uS/cm
JER,E,100,EL COND,20191216 1445,20191216 1445,653, ,uS/cm
JER,E,100,EL COND,20191216 1500,20191216 1500,642, ,uS/cm
JER,E,100,EL COND,20191216 1515,20191216 1515,637, ,uS/cm
JER,E,100,EL COND,20191216 1530,20191216 1530,643, ,uS/cm
JER,E,100,EL COND,20191216 1545,20191216 1545,653, ,uS/cm
JER,E,100,EL COND,20191216 1600,20191216 1600,656, ,uS/cm
JER,E,100,EL COND,20191216 1615,20191216 1615,660, ,uS/cm
JER,E,100,EL COND,20191216 1630,20191216 1630,667, ,uS/cm
JER,E,100,EL COND,20191216 1645,20191216 1645,677, ,uS/cm
JER,E,100,EL COND,20191216 1700,20191216 1700,695, ,uS/cm
JER,E,100,EL COND,20191216 1715,20191216 1715,706, ,uS/cm
JER,E,100,EL COND,20191216 1730,20191216 1730,719, ,uS/cm
JER,E,100,EL COND,20191216 1745,20191216 1745,728, ,uS/cm
JER,E,100,EL COND,20191216 1800,20191216 1800,745, ,uS/cm
JER,E,100,EL COND,20191216 1815,20191216 1815,754, ,uS/cm
JER,E,100,EL COND,20191216 1830,20191216 1830,784, ,uS/cm
JER,E,100,EL COND,20191216 1845,20191216 1845,793, ,uS/cm
JER,E,100,EL COND,20191216 1900,20191216 1900,800, ,uS/cm
JER,E,100,EL COND,20191216 1915,20191216 1915,816, ,uS/cm
JER,E,100,EL COND,20191216 1930,20191216 1930,841, ,uS/cm
JER,E,100,EL COND,20191216 1945,20191216 1945,857, ,uS/cm
JER,E,100,EL COND,20191216 2000,20191216 2000,869, ,uS/cm
JER,E,100,EL COND,20191216 2015,20191216 2015,868, ,uS/cm
JER,E,100,EL COND,20191216 2030,20191216 2030,867, ,uS/cm
JER,E,100,EL COND,20191216 2045,20191216 2045,834, ,uS/cm
JER,E,100,EL COND,20191216 2100,20191216 2100,846, ,uS/cm
JER,E,100,EL COND,20191216 2115,20191216 2115,842, ,uS/cm
JER,E,100,EL COND,20191216 2130,20191216 2130,811, ,uS/cm
JER,E,100,EL COND,20191216 2145,20191216 2145,777, ,uS/cm
JER,E,100,EL COND,20191216 2200,20191216 2200,752, ,uS/cm
JER,E,100,EL COND,20191216 2215,20191216 2215,721, ,uS/cm
JER,E,100,EL COND,20191216 2230,20191216 2230,686, ,uS/cm
JER,E,100,EL COND,20191216 2245,20191216 2245,667, ,uS/cm
JER,E,100,EL COND,20191216 2300,20191216 2300,650, ,uS/cm
JER,E,100,EL COND,20191216 2315,20191216 2315,637, ,uS/cm
JER,E,100,EL COND,20191216 2330,20191216 2330,630, ,uS/cm
JER,E,100,EL COND,20191216 2345,20191216 2345,614, ,uS/cm
JER,E,100,EL COND,20191217 0000,20191217 0000,603, ,uS/cm
JER,E,100,EL COND,20191217 0015,20191217 0015,592, ,uS/cm
JER,E,100,EL COND,20191217 0030,20191217 0030,582, ,uS/cm
JER,E,100,EL COND,20191217 0045,20191217 0045,577, ,uS/cm
JER,E,100,EL COND,20191217 0100,20191217 0100,567, ,uS/cm
JER,E,100,EL COND,20191217 0115,20191217 0115,560, ,uS/cm
JER,E,100,EL COND,20191217 0130,20191217 0130,556, ,uS/cm
JER,E,100,EL COND,20191217 0145,20191217 0145,518, ,uS/cm
JER,E,100,EL COND,20191217 0200,20191217 0200,549, ,uS/cm
JER,E,100,EL COND,20191217 0215,20191217 0215,539, ,uS/cm
JER,E,100,EL COND,20191217 0230,20191217 0230,539, ,uS/cm
JER,E,100,EL COND,20191217 0245,20191217 0245,536, ,uS/cm
JER,E,100,EL COND,20191217 0300,20191217 0300,535, ,uS/cm
JER,E,100,EL COND,20191217 0315,20191217 0315,532, ,uS/cm
JER,E,100,EL COND,20191217 0330,20191217 0330,527, ,uS/cm
JER,E,100,EL COND,20191217 0345,20191217 0345,527, ,uS/cm
JER,E,100,EL COND,20191217 0400,20191217 0400,546, ,uS/cm
JER,E,100,EL COND,20191217 0415,20191217 0415,537, ,uS/cm
JER,E,100,EL COND,20191217 0430,20191217 0430,560, ,uS/cm
JER,E,100,EL COND,20191217 0445,20191217 0445,525, ,uS/cm
JER,E,100,EL COND,20191217 0500,20191217 0500,531, ,uS/cm
JER,E,100,EL COND,20191217 0515,20191217 0515,526, ,uS/cm
JER,E,100,EL COND,20191217 0530,20191217 0530,531, ,uS/cm
JER,E,100,EL COND,20191217 0545,20191217 0545,536, ,uS/cm
JER,E,100,EL COND,20191217 0600,20191217 0600,533, ,uS/cm
JER,E,100,EL COND,20191217 0615,20191217 0615,531, ,uS/cm
JER,E,100,EL COND,20191217 0630,20191217 0630,536, ,uS/cm
JER,E,100,EL COND,20191217 0645,20191217 0645,548, ,uS/cm
JER,E,100,EL COND,20191217 0700,20191217 0700,556, ,uS/cm
JER,E,100,EL COND,20191217 0715,20191217 0715,562, ,uS/cm
JER,E,100,EL COND,20191217 0730,20191217 0730,568, ,uS/cm
JER,E,100,EL COND,20191217 0745,20191217 0745,579, ,uS/cm
JER,E,100,EL COND,20191217 0800,20191217 0800,589, ,uS/cm
JER,E,100,EL COND,20191217 0815,20191217 0815,595, ,uS/cm
JER,E,100,EL COND,20191217 0830,20191217 0830,610, ,uS/cm
JER,E,100,EL COND,20191217 0845,20191217 0845,626, ,uS/cm
JER,E,100,EL COND,20191217 0900,20191217 0900,637, ,uS/cm
JER,E,100,EL COND,20191217 0915,20191217 0915,649, ,uS/cm
JER,E,100,EL COND,20191217 0930,20191217 0930,658, ,uS/cm
JER,E,100,EL COND,20191217 0945,20191217 0945,670, ,uS/cm
JER,E,100,EL COND,20191217 1000,20191217 1000,675, ,uS/cm
JER,E,100,EL COND,20191217 1015,20191217 1015,674, ,uS/cm
JER,E,100,EL COND,20191217 1030,20191217 1030,684, ,uS/cm
JER,E,100,EL COND,20191217 1045,20191217 1045,697, ,uS/cm
JER,E,100,EL COND,20191217 1100,20191217 1100,696, ,uS/cm
JER,E,100,EL COND,20191217 1115,20191217 1115,707, ,uS/cm
JER,E,100,EL COND,20191217 1130,20191217 1130,711, ,uS/cm
JER,E,100,EL COND,20191217 1145,20191217 1145,698, ,uS/cm
JER,E,100,EL COND,20191217 1200,20191217 1200,669, ,uS/cm
JER,E,100,EL COND,20191217 1215,20191217 1215,673, ,uS/cm
JER,E,100,EL COND,20191217 1230,20191217 1230,674, ,uS/cm
JER,E,100,EL COND,20191217 1245,20191217 1245,672, ,uS/cm
JER,E,100,EL COND,20191217 1300,20191217 1300,671, ,uS/cm
JER,E,100,EL COND,20191217 1315,20191217 1315,660, ,uS/cm
JER,E,100,EL COND,20191217 1330,20191217 1330,651, ,uS/cm
JER,E,100,EL COND,20191217 1345,20191217 1345,637, ,uS/cm
JER,E,100,EL COND,20191217 1400,20191217 1400,631, ,uS/cm
JER,E,100,EL COND,20191217 1415,20191217 1415,625, ,uS/cm
JER,E,100,EL COND,20191217 1430,20191217 1430,621, ,uS/cm
JER,E,100,EL COND,20191217 1445,20191217 1445,617, ,uS/cm
JER,E,100,EL COND,20191217 1500,20191217 1500,616, ,uS/cm
JER,E,100,EL COND,20191217 1515,20191217 1515,631, ,uS/cm
JER,E,100,EL COND,20191217 1530,20191217 1530,655, ,uS/cm
JER,E,100,EL COND,20191217 1545,20191217 1545,658, ,uS/cm
JER,E,100,EL COND,20191217 1600,20191217 1600,635, ,uS/cm
JER,E,100,EL COND,20191217 1615,20191217 1615,635, ,uS/cm
JER,E,100,EL COND,20191217 1630,20191217 1630,621, ,uS/cm
JER,E,100,EL COND,20191217 1645,20191217 1645,625, ,uS/cm
JER,E,100,EL COND,20191217 1700,20191217 1700,628, ,uS/cm
JER,E,100,EL COND,20191217 1715,20191217 1715,639, ,uS/cm
JER,E,100,EL COND,20191217 1730,20191217 1730,617, ,uS/cm
JER,E,100,EL COND,20191217 1745,20191217 1745,650, ,uS/cm
JER,E,100,EL COND,20191217 1800,20191217 1800,660, ,uS/cm
JER,E,100,EL COND,20191217 1815,20191217 1815,675, ,uS/cm
JER,E,100,EL COND,20191217 1830,20191217 1830,690, ,uS/cm
JER,E,100,EL COND,20191217 1845,20191217 1845,711, ,uS/cm
JER,E,100,EL COND,20191217 1900,20191217 1900,732, ,uS/cm
JER,E,100,EL COND,20191217 1915,20191217 1915,743, ,uS/cm
JER,E,100,EL COND,20191217 1930,20191217 1930,760, ,uS/cm
JER,E,100,EL COND,20191217 1945,20191217 1945,776, ,uS/cm
JER,E,100,EL COND,20191217 2000,20191217 2000,780, ,uS/cm
JER,E,100,EL COND,20191217 2015,20191217 2015,788, ,uS/cm
JER,E,100,EL COND,20191217 2030,20191217 2030,804, ,uS/cm
JER,E,100,EL COND,20191217 2045,20191217 2045,810, ,uS/cm
JER,E,100,EL COND,20191217 2100,20191217 2100,804, ,uS/cm
JER,E,100,EL COND,20191217 2115,20191217 2115,809, ,uS/cm
JER,E,100,EL COND,20191217 2130,20191217 2130,789, ,uS/cm
JER,E,100,EL COND,20191217 2145,20191217 2145,757, ,uS/cm
JER,E,100,EL COND,20191217 2200,20191217 2200,773, ,uS/cm
JER,E,100,EL COND,20191217 2215,20191217 2215,794, ,uS/cm
JER,E,100,EL COND,20191217 2230,20191217 2230,794, ,uS/cm
JER,E,100,EL COND,20191217 2245,20191217 2245,777, ,uS/cm
JER,E,100,EL COND,20191217 2300,20191217 2300,747, ,uS/cm
JER,E,100,EL COND,20191217 2315,20191217 2315,725, ,uS/cm
JER,E,100,EL COND,20191217 2330,20191217 2330,698, ,uS/cm
JER,E,100,EL COND,20191217 2345,20191217 2345,668, ,uS/cm
JER,E,100,EL COND,20191218 0000,20191218 0000,642, ,uS/cm
JER,E,100,EL COND,20191218 0015,20191218 0015,622, ,uS/cm
JER,E,100,EL COND,20191218 0030,20191218 0030,610, ,uS/cm
JER,E,100,EL COND,20191218 0045,20191218 0045,601, ,uS/cm
JER,E,100,EL COND,20191218 0100,20191218 0100,588, ,uS/cm
JER,E,100,EL COND,20191218 0115,20191218 0115,580, ,uS/cm
JER,E,100,EL COND,20191218 0130,20191218 0130,574, ,uS/cm
JER,E,100,EL COND,20191218 0145,20191218 0145,566, ,uS/cm
JER,E,100,EL COND,20191218 0200,20191218 0200,559, ,uS/cm
JER,E,100,EL COND,20191218 0215,20191218 0215,553, ,uS/cm
JER,E,100,EL COND,20191218 0230,20191218 0230,547, ,uS/cm
JER,E,100,EL COND,20191218 0245,20191218 0245,544, ,uS/cm
JER,E,100,EL COND,20191218 0300,20191218 0300,541, ,uS/cm
JER,E,100,EL COND,20191218 0315,20191218 0315,539, ,uS/cm
JER,E,100,EL COND,20191218 0330,20191218 0330,537, ,uS/cm
JER,E,100,EL COND,20191218 0345,20191218 0345,533, ,uS/cm
JER,E,100,EL COND,20191218 0400,20191218 0400,531, ,uS/cm
JER,E,100,EL COND,20191218 0415,20191218 0415,537, ,uS/cm
JER,E,100,EL COND,20191218 0430,20191218 0430,551, ,uS/cm
JER,E,100,EL COND,20191218 0445,20191218 0445,570, ,uS/cm
JER,E,100,EL COND,20191218 0500,20191218 0500,563, ,uS/cm
